"","BBL","tot_A","lng","lat"
"50","1000170029",1,-74.014445624657,40.708074662389
"51","1000170045",1,-74.015945824424,40.706951852588
"52","1000187501",3,-74.014104770566,40.7080637254438
"53","1000190018",0,-74.013161451099,40.707479201863
"54","1000190019",1,-74.013684495755,40.707717935637
"55","1000200004",1,-74.013846556301,40.706523941132
"56","1000200009",1,-74.013731161547,40.706636490592
"57","1000200016",2,-74.012631080595,40.706631127508
"58","1000210004",0,-74.012234417981,40.707106015773
"59","1000210006",1,-74.012090177168,40.707287185906
"60","1000220017",3,-74.0126296986097,40.7056796067717
"61","1000220020",1,-74.012908734166,40.706263297358
"62","1000220024",1,-74.012760889687,40.706441723981
"63","1000220028",0,-74.012724830015,40.706485644314
"64","1000230019",2,-74.011105523272,40.707391586763
"65","1000230050",1,-74.011033245601,40.706546204504
"66","1000237501",1,-74.011758249331,40.706738266374
"67","1000240001",2,-74.0116064850915,40.7051518044645
"68","1000240029",3,-74.011249591231,40.706172894713
"69","1000247501",2,-74.01133252033,40.706013689862
"70","1000250001",1,-74.011505501941,40.705182007167
"71","1000250019",1,-74.011260400443,40.706107019162
"72","1000250027",1,-74.010282932982,40.705931445677
"73","1000257501",0,-74.009997887352,40.705201361926
"74","1000260021",0,-74.010365896659,40.705980844075
"75","1000270009",2,-74.008515597925,40.705835523582
"76","1000270017",3,-74.008342460958,40.705742214113
"77","1000277501",2,-74.009164865693,40.706184059371
"78","1000280001",4,-74.0096596980593,40.7048075163112
"79","1000280005",1,-74.009045668727,40.704915984854
"80","1000280015",1,-74.008692264913,40.705338706862
"81","1000290001",1,-74.011559433433,40.704207608144
"82","1000290022",2,-74.010297052389,40.703946975231
"83","1000290023",0,-74.01025017072,40.703979916682
"84","1000290024",1,-74.010199682749,40.704015603205
"85","1000290025",1,-74.010152800983,40.704048544616
"86","1000290026",1,-74.01010231249,40.704081486325
"87","1000290045",0,-74.01019974725,40.70443555313
"88","1000290046",1,-74.010221384492,40.704416337808
"89","1000290048",1,-74.01067945422,40.704534321201
"90","1000290086",2,-74.010648803839,40.704576867885
"91","1000297502",1,-74.009608277863,40.704638717252
"92","1000297503",0,-74.010340392303,40.704331239244
"93","1000297504",1,-74.010210562285,40.704402614918
"94","1000300001",1,-74.010509819181,40.703776780133
"95","1000300003",2,-74.010333111861,40.703900310883
"96","1000300019",2,-74.009784953715,40.704279137344
"97","1000300032",1,-74.010030085186,40.703461174447
"98","1000300033",0,-74.010091392761,40.703425487046
"99","1000310001",3,-74.009274023004,40.7044017795503
"100","1000317501",2,-74.0082828817025,40.705213849371
"101","1000327501",2,-74.009781245549,40.703590200178
"102","1000337501",1,-74.007155752611,40.70499297195
"103","1000360018",1,-74.006596569024,40.703579448538
"104","1000360030",1,-74.00531270385,40.704872302248
"105","1000370008",2,-74.006694054632,40.704630690106
"106","1000370013",0,-74.006369503345,40.705179662722
"107","1000370023",1,-74.004872714991,40.705300506004
"108","1000380001",1,-74.007083614788,40.704962783952
"109","1000390006",1,-74.007718491839,40.705761471205
"110","1000390012",2,-74.0069466580305,40.7059111098335
"111","1000397501",3,-74.007387870259,40.705746853747
"112","1000410024",0,-74.008248849937,40.707070689735
"113","1000417501",1,-74.008620309868,40.70672482136
"114","1000417502",1,-74.00847602604,40.706639744237
"115","1000417504",4,-74.007895288602,40.706307668482
"116","1000420001",4,-74.0069990572213,40.7068656012547
"117","1000420022",0,-74.008353459433,40.707158514809
"118","1000420031",2,-74.007571964458,40.7070625016053
"119","1000430002",1,-74.009875468765,40.706617674089
"120","1000440001",2,-74.008768372325,40.708108174289
"121","1000477501",4,-74.011040790545,40.708538906895
"122","1000480001",1,-74.010626073933,40.709035749425
"123","1000500001",2,-74.010997521565,40.708623998921
"124","1000510001",1,-74.013417712118,40.708338285195
"125","1000520010",1,-74.012711005921,40.709636641851
"126","1000520015",1,-74.011812841928,40.709494009866
"127","1000520030",1,-74.012000464132,40.70982336275
"128","1000527502",1,-74.012234938367,40.70993038399
"129","1000530003",1,-74.014279788237,40.708450716651
"130","1000530006",0,-74.014218505896,40.708615410463
"131","1000530036",2,-74.013399696944,40.708434354251
"132","1000530037",1,-74.013424933155,40.70837396636
"133","1000530038",0,-74.013475405996,40.70825593533
"134","1000530039",1,-74.013525878099,40.708135159507
"135","1000530041",1,-74.013551114642,40.708077516357
"136","1000537502",1,-74.014020233871,40.709131451614
"137","1000550016",1,-74.014929307453,40.70966931174
"138","1000557501",1,-74.014763089606,40.708335375108
"139","1000560001",1,-74.013843601233,40.709650234562
"140","1000560004",1,-74.014788730436,40.710097514026
"141","1000580001",21,-74.0120554214022,40.7113319900204
"142","1000627501",3,-74.011102256001,40.709422716852
"143","1000630018",1,-74.009814655487,40.710018449309
"144","1000630021",2,-74.0100490905485,40.7098853076145
"145","1000640002",1,-74.009046250526,40.709186847277
"146","1000640007",1,-74.009085884999,40.708879429923
"147","1000640015",1,-74.010240199733,40.709485926778
"148","1000640025",1,-74.009399709089,40.70902213266
"149","1000647502",1,-74.010092340491,40.709661605149
"150","1000650004",2,-74.008775726868,40.709173144451
"151","1000650006",2,-74.009082329115,40.7092527189
"152","1000650010",2,-74.0095206217775,40.709579310944
"153","1000650020",2,-74.009100465865,40.709996550054
"154","1000650022",0,-74.008876810465,40.709837370946
"155","1000657501",2,-74.0085809767065,40.7093707826095
"156","1000680007",1,-74.007206509848,40.707416601024
"157","1000680011",1,-74.007758386957,40.707649870472
"158","1000680028",1,-74.00691799522,40.707745991206
"159","1000680036",1,-74.007477145324,40.708489788781
"160","1000687501",1,-74.006885605026,40.708437675198
"161","1000687502",1,-74.007787303754,40.708176864362
"162","1000690006",3,-74.00709104103,40.70695548683
"163","1000690018",1,-74.007336342619,40.707287588593
"164","1000690054",1,-74.005796248936,40.707669199832
"165","1000697502",1,-74.00646356926,40.708165967537
"166","1000700020",0,-74.006376891839,40.707002189863
"167","1000700032",1,-74.005305632068,40.7066454243
"168","1000720007",1,-74.005399333059,40.705706708453
"169","1000720012",1,-74.005099997169,40.706044328922
"170","1000720025",1,-74.003963840837,40.705736959537
"171","1000727501",1,-74.004201908708,40.706069068284
"172","1000730002",2,-74.0042126976915,40.70557775388
"173","1000730010",6,-74.0034522094302,40.7060436055663
"174","1000740001",2,-74.003684955655,40.706424075166
"175","1000750001",1,-74.004270517476,40.707309701918
"176","1000750008",1,-74.005150568192,40.707024209666
"177","1000750030",1,-74.005251595541,40.707477092162
"178","1000757501",2,-74.00463847647,40.708163311103
"179","1000757502",1,-74.00519033719,40.708223672407
"180","1000760001",1,-74.005136275218,40.708761649747
"181","1000760006",2,-74.004966733883,40.708555799473
"182","1000760007",1,-74.005114595977,40.708273081669
"183","1000760024",0,-74.005872090409,40.708767103967
"184","1000760028",1,-74.005439279328,40.709025133679
"185","1000767501",0,-74.005450027185,40.708135827718
"186","1000770001",1,-74.006730499795,40.708360830849
"187","1000770008",1,-74.007195836493,40.708775262849
"188","1000770018",1,-74.006640423861,40.709329739861
"189","1000770024",0,-74.005944276042,40.709291351284
"190","1000780004",1,-74.006892888095,40.709104653841
"191","1000780020",1,-74.006791956567,40.709722233056
"192","1000780043",1,-74.007646862113,40.710153108068
"193","1000780044",1,-74.007563896496,40.710114686796
"194","1000780047",0,-74.007405178947,40.710032354067
"195","1000787502",1,-74.008108456548,40.709310432064
"196","1000787506",1,-74.006705384444,40.709678321836
"197","1000787508",1,-74.00800023835,40.709233586112
"198","1000790002",0,-74.007996719976,40.709969184639
"199","1000790010",1,-74.008948959948,40.709908729349
"200","1000790015",6,-74.009353030615,40.710526270262
"201","1000790025",1,-74.008465706667,40.710570255513
"202","1000797502",1,-74.00806169397,40.710364426912
"203","1000797503",2,-74.008301472384,40.7096562592375
"204","1000800001",1,-74.009378280217,40.710529012969
"205","1000800004",1,-74.010503818852,40.711445668389
"206","1000840036",2,-74.011708895477,40.713213183023
"207","1000880008",0,-74.009742793709,40.71191509112
"208","1000880018",0,-74.008216981364,40.711863059986
"209","1000890001",2,-74.007482780231,40.710482491232
"210","1000890003",0,-74.007708251388,40.710756953256
"211","1000890012",1,-74.008660582395,40.711305839172
"212","1000900017",1,-74.007693824806,40.710770678072
"213","1000900023",1,-74.007910263138,40.71090241228
"214","1000907503",1,-74.006665878998,40.711385570781
"215","1000910011",1,-74.007358287593,40.710029612315
"216","1000917502",6,-74.006639863402,40.7097377954067
"217","1000920014",1,-74.006828085708,40.710298632532
"218","1000920026",1,-74.006957997616,40.710864047242
"219","1000930024",0,-74.005753188064,40.710227327489
"220","1000930025",0,-74.00569187376,40.71028497071
"221","1000940001",3,-74.0047599537877,40.7087827077113
"222","1000940025",1,-74.004007400192,40.710345426878
"223","1000960001",1,-74.003476973664,40.706631770479
"224","1000960005",1,-74.003029748252,40.707073691179
"225","1000970005",0,-74.002081141534,40.706851385931
"226","1000970015",1,-74.002575283885,40.707018806882
"227","1000970018",1,-74.002369707043,40.7073893551885
"228","1000970024",1,-74.002156906027,40.707499150294
"229","1000970030",1,-74.00152210266,40.707721486856
"230","1000970032",1,-74.001789019644,40.708017918167
"231","1000970035",1,-74.002106411292,40.707543067555
"232","1000970036",1,-74.002167727074,40.707512873941
"233","1000970043",1,-74.002593328913,40.707296028264
"234","1000970057",0,-74.001839517687,40.708072812769
"235","1000977503",0,-74.002229042707,40.707479935524
"236","1000977504",1,-74.002532013525,40.707326222106
"237","1001000026",0,-74.0063556622,40.711300500543
"238","1001007501",1,-74.006027439758,40.711533823659
"239","1001007502",1,-74.005396175719,40.711237420012
"240","1001010001",1,-74.006658706681,40.711802776132
"241","1001020001",2,-74.00584351077,40.711901632262
"242","1001060017",0,-74.002272377595,40.709014261088
"243","1001070026",1,-74.00062399506,40.708264959725
"244","1001070031",1,-74.000840408455,40.708179870474
"245","1001070038",1,-74.001623098743,40.707864213514
"246","1001070042",1,-74.001590649852,40.708410423198
"247","1001110100",1,-73.999852109326,40.711610835508
"248","1001137501",0,-74.001125388048,40.710200018591
"249","1001160042",0,-73.999570754526,40.711890801265
"250","1001170001",3,-74.0000288482757,40.7122650031023
"251","1001230018",1,-74.008466000977,40.712878606458
"252","1001237501",2,-74.007984397771,40.7124806494445
"253","1001237502",3,-74.0091669536407,40.7125940112923
"254","1001240004",4,-74.008165711683,40.712938326735
"255","1001240011",1,-74.008851992913,40.713073455914
"256","1001240021",0,-74.007621965279,40.713221761789
"257","1001240024",1,-74.008054764601,40.712711205167
"258","1001250020",6,-74.0096726215445,40.7130550902743
"259","1001260027",3,-74.0092897516523,40.7137001431647
"260","1001320001",2,-74.009934378528,40.71464337504
"261","1001320002",0,-74.010309504851,40.714462187196
"262","1001320123",1,-74.010392595204,40.715252673067
"263","1001327501",1,-74.011240301245,40.715214166354
"264","1001330007",1,-74.009382384449,40.71404780671
"265","1001330013",1,-74.009746738044,40.71421246245
"266","1001330014",1,-74.009804457792,40.714239905218
"267","1001337504",1,-74.008668149838,40.714012180926
"268","1001337511",2,-74.008513064714,40.714209815897
"269","1001340011",1,-74.008686178757,40.713957284186
"270","1001347505",1,-74.008361481866,40.713581274985
"271","1001350009",1,-74.007647307195,40.714017743081
"272","1001350016",1,-74.007564423054,40.714736877988
"273","1001350017",1,-74.007499488664,40.714703945029
"274","1001350019",1,-74.007362405874,40.714640824232
"275","1001357504",1,-74.006759965638,40.714358150148
"276","1001357505",1,-74.007719455431,40.714050675473
"277","1001360019",1,-74.008790965756,40.715299468091
"278","1001360023",1,-74.008531225712,40.715181462659
"279","1001367503",1,-74.009566501861,40.715082569302
"280","1001370001",0,-74.009505194241,40.715195109911
"281","1001377502",1,-74.011016780261,40.716001936603
"282","1001377504",1,-74.00988044126,40.715796182501
"283","1001400029",1,-74.009660479589,40.71637809214
"284","1001407501",2,-74.010780544215,40.716270946252
"285","1001410002",1,-74.009649659538,40.716391816892
"286","1001410019",1,-74.01070316483,40.717379839973
"287","1001410020",1,-74.010392933756,40.717415550492
"288","1001417502",1,-74.010245027189,40.717396350423
"289","1001420050",1,-74.01211716662,40.716830745654
"290","1001427501",1,-74.011171828404,40.715603930178
"291","1001427502",1,-74.012207355491,40.716855439004
"292","1001427503",1,-74.012528081393,40.715104242161
"293","1001430001",1,-74.009144752361,40.717275673637
"294","1001430013",0,-74.010176487777,40.71740459083
"295","1001430015",1,-74.010259459773,40.71741556251
"296","1001430017",0,-74.010616639386,40.717706475419
"297","1001440001",0,-74.009007511886,40.71610092368
"298","1001440013",1,-74.008744262571,40.716754198914
"299","1001440029",1,-74.008213985776,40.716806388717
"300","1001440030",1,-74.008253661066,40.716759724808
"301","1001440032",1,-74.00832579675,40.716666397473
"302","1001447503",1,-74.008830844539,40.716792619036
"303","1001450012",3,-74.0090290730353,40.7154888384553
"304","1001450015",1,-74.008466378256,40.715837467138
"305","1001457501",1,-74.008015342742,40.714838403799
"306","1001460011",1,-74.008747782425,40.716089964712
"307","1001460027",2,-74.00754407822,40.715585012677
"308","1001470009",1,-74.008015534265,40.716424879968
"309","1001470012",1,-74.00823201583,40.716751492059
"310","1001477501",1,-74.008048068297,40.716984810414
"311","1001477508",1,-74.006915272442,40.716235562575
"312","1001477509",2,-74.007577257869,40.716578616622
"313","1001480015",2,-74.0067980901665,40.716787267491
"314","1001490002",1,-74.006774397394,40.714385596984
"315","1001490003",2,-74.006582046859,40.7147515771827
"316","1001490014",2,-74.007752047973,40.715143091215
"317","1001497502",1,-74.00608541977,40.714443275757
"318","1001500012",1,-74.007070279954,40.715219988793
"319","1001500015",4,-74.0072644109178,40.7157601470788
"320","1001500038",2,-74.005778836563,40.714816580157
"321","1001510031",1,-74.005205334775,40.715494565459
"322","1001520025",3,-74.0047893381213,40.7161231355573
"323","1001520031",1,-74.004916775931,40.715834929484
"324","1001527501",1,-74.00487349193,40.715887081931
"325","1001530001",1,-74.006089023993,40.714410338341
"326","1001620008",1,-73.998719435387,40.714089354897
"327","1001620009",0,-73.99873025601,40.714144250393
"328","1001620012",0,-73.998755503514,40.714308936796
"329","1001620015",0,-73.998802391842,40.714627330465
"330","1001620016",1,-73.998813212572,40.71468497072
"331","1001620018",0,-73.998264905119,40.714855139391
"332","1001620022",1,-73.998207189162,40.714844159429
"333","1001620023",1,-73.99818915291,40.714841414377
"334","1001620025",1,-73.998113406582,40.714621831663
"335","1001620028",2,-73.998127838381,40.714523020227
"336","1001620030",1,-73.998131447946,40.714440677225
"337","1001620033",1,-73.997857303563,40.714251283387
"338","1001620035",1,-73.997785173002,40.713828587622
"339","1001620038",1,-73.997929446427,40.714308924856
"340","1001620051",0,-73.997680532364,40.714731614472
"341","1001620054",1,-73.997200777311,40.714484574584
"342","1001620133",0,-73.997633660983,40.714086592864
"343","1001630001",0,-73.997597565503,40.714728867995
"344","1001630008",1,-73.99818554527,40.714855138163
"345","1001630009",1,-73.99820718868,40.714862000425
"346","1001630013",1,-73.998261297422,40.714871607948
"347","1001630018",1,-73.9983694995015,40.715520747177
"348","1001630021",2,-73.998142240263,40.715491923777
"349","1001630022",1,-73.998080916789,40.715469964619
"350","1001630023",0,-73.998019593357,40.715448005428
"351","1001630028",1,-73.997507363831,40.715266840716
"352","1001630029",0,-73.997424397373,40.715236646429
"353","1001630030",1,-73.997337823706,40.715206451998
"354","1001630031",0,-73.9972548574,40.715176257587
"355","1001630032",1,-73.997168283888,40.715146063028
"356","1001630033",0,-73.9969716918525,40.715043129131
"357","1001630036",1,-73.99695907626,40.714824919745
"358","1001640001",2,-73.999449894895,40.7145106826415
"359","1001640002",1,-73.999595987726,40.714608122626
"360","1001640006",0,-73.999614022696,40.71483044895
"361","1001640007",1,-73.9996212367565,40.714912792033
"362","1001640009",1,-73.99963025431,40.7150239551905
"363","1001640016",0,-73.999466118958,40.715563301562
"364","1001640019",2,-73.9990897533657,40.7158231372277
"365","1001640021",2,-73.998870910615,40.715747196734
"366","1001640028",1,-73.998708590599,40.715277839608
"367","1001640029",0,-73.998744664681,40.715214710332
"368","1001640030",1,-73.998784346026,40.715148836314
"369","1001640045",1,-73.998784360399,40.71436383248
"370","1001640047",1,-73.998766326447,40.714243062463
"371","1001640048",0,-73.998755505932,40.714179932664
"372","1001640049",1,-73.998748292612,40.714119547673
"373","1001640050",1,-73.998737472083,40.714059162641
"374","1001640053",1,-73.998708617879,40.713875262809
"375","1001670001",0,-74.001424896229,40.71607656565
"376","1001700020",3,-74.003538779306,40.715821256441
"377","1001717503",1,-74.003942865789,40.716946598271
"378","1001720020",1,-74.001800085346,40.717056442649
"379","1001730031",0,-74.004375720215,40.716474482433
"380","1001737502",2,-74.0055445262235,40.7167530257995
"381","1001740011",2,-74.005494099624,40.7176752703155
"382","1001740027",1,-74.004458782622,40.717863331921
"383","1001750014",0,-74.005057670039,40.718574201969
"384","1001757505",1,-74.004934980835,40.718099362465
"385","1001760018",2,-74.007113883226,40.718167867208
"386","1001780010",1,-74.006082195706,40.718626302801
"387","1001780019",2,-74.00622295189,40.7193179767305
"388","1001780021",1,-74.005999290596,40.7193646497
"389","1001787502",1,-74.006522337337,40.718933692611
"390","1001790032",1,-74.00725095088,40.718027875457
"391","1001790042",1,-74.007348393635,40.718406647231
"392","1001800008",1,-74.00885271823,40.718513586926
"393","1001800025",1,-74.010407563444,40.71869186628
"394","1001807507",1,-74.010458024417,40.718414640133
"395","1001807508",1,-74.01049767392,40.718208778916
"396","1001807509",0,-74.008870737951,40.718381836675
"397","1001810013",1,-74.009704206252,40.719378119895
"398","1001810016",1,-74.009354272987,40.719345211758
"399","1001810041",1,-74.010032397316,40.718766008443
"400","1001817501",2,-74.010358908983,40.7189896779915
"401","1001817502",0,-74.010331877815,40.719150249346
"402","1001817503",1,-74.00925317052,40.718683730924
"403","1001817504",0,-74.008769806366,40.71896647999
"404","1001840005",1,-74.012254825356,40.719965255995
"405","1001840008",1,-74.012107038703,40.720637739735
"406","1001870016",1,-74.01022735674,40.719776065749
"407","1001877501",0,-74.010241774594,40.719696466201
"408","1001880009",1,-74.010000137688,40.7201438845375
"409","1001887503",1,-74.00857514127,40.720045188407
"410","1001890020",1,-74.008589545893,40.719847564063
"411","1001890034",1,-74.007074374166,40.719790027412
"412","1001897501",1,-74.006576475041,40.719193069719
"413","1001897505",1,-74.008629198834,40.719617000605
"414","1001907505",1,-74.007402665267,40.719839412509
"415","1001910001",1,-74.00466446992,40.71877184192
"416","1001910011",0,-74.005959633107,40.71964461807
"417","1001910015",1,-74.005887490861,40.719737943896
"418","1001910018",2,-74.00569450442,40.71993145971
"419","1001930017",1,-74.004599533402,40.718744396864
"420","1001930020",1,-74.004617597323,40.719125918861
"421","1001930025",1,-74.004040408182,40.719298861015
"422","1001940016",1,-74.004296557009,40.719543136029
"423","1001940018",1,-74.004159481889,40.719713316676
"424","1001940019",1,-74.004112587571,40.719770958487
"425","1001940022",1,-74.003975511674,40.719943883679
"426","1001940031",1,-74.002950952322,40.719554157615
"427","1001947505",1,-74.00237733041,40.718826807491
"428","1001950007",1,-74.0022943443715,40.718412348702
"429","1001950009",1,-74.001713538626,40.718239439006
"430","1001960003",1,-74.00235929271,40.71881857356
"431","1001960015",1,-74.00105338399,40.718785655776
"432","1001960017",1,-74.000937943486,40.718703313744
"433","1001970024",0,-74.00021283935,40.718181811483
"434","1001970025",1,-74.000129867965,40.71812417148
"435","1001970026",1,-74.000162334091,40.717770096368
"436","1001977501",2,-74.0008531585315,40.717982812827
"437","1001977502",1,-74.000602434767,40.717210162211
"438","1001980027",2,-73.999736657748,40.717841460149
"439","1001980126",0,-73.999626633819,40.7173762216465
"440","1001990001",1,-73.999953104394,40.716482800206
"441","1001990003",0,-73.999792576304,40.7167435530115
"442","1001990005",0,-73.999736661743,40.71683413025
"443","1001990006",1,-73.999696980348,40.716897259821
"444","1001990007",0,-73.999660906271,40.71695764462
"445","1001990011",0,-73.998795131761,40.717138793492
"446","1001990023",1,-73.999036837797,40.71638672928
"447","1001990024",1,-73.999076519438,40.716329089472
"448","1001990032",1,-73.99984849199,40.716101277317
"449","1001990034",0,-74.000046895491,40.716320858875
"450","1002000016",1,-73.998239598368,40.716963121147
"451","1002000017",2,-73.998064647423,40.7167353025045
"452","1002000019",1,-73.997979881762,40.716477292887
"453","1002000020",1,-73.998008742158,40.716425142794
"454","1002000022",1,-73.998106145023,40.716271437418
"455","1002000024",0,-73.998171080067,40.716167137274
"456","1002000026",0,-73.998199940104,40.7161177319
"457","1002000029",0,-73.998297342146,40.71596128159
"458","1002000033",0,-73.998683331195,40.71570053367
"459","1002010001",1,-73.9983117772075,40.715734838407
"460","1002010008",0,-73.998102538622,40.716238500138
"461","1002010011",1,-73.998012350741,40.716383971332
"462","1002010014",1,-73.997409912121,40.716674904746
"463","1002010029",0,-73.997951054863,40.715442514687
"464","1002010030",0,-73.99801237835,40.715461729146
"465","1002010032",1,-73.998131417975,40.715505647443
"466","1002020023",4,-73.996713008237,40.7159112916046
"467","1002020025",4,-73.9966578243088,40.7157341151272
"468","1002020028",0,-73.996435978158,40.715659314321
"469","1002020029",1,-73.996454016465,40.715626377659
"470","1002030002",0,-73.996515300794,40.716386680383
"471","1002030015",1,-73.996012010664,40.717468102641
"472","1002030026",1,-73.995891221082,40.716521153369
"473","1002040001",1,-73.997478430369,40.717245818058
"474","1002040004",1,-73.997442354296,40.717300712622
"475","1002040005",1,-73.997373809161,40.717415991334
"476","1002040024",0,-73.996814689698,40.716825852012
"477","1002047501",1,-73.997337732799,40.717473630632
"478","1002050004",0,-73.998347807417,40.717459925791
"479","1002050011",1,-73.998149391137,40.717778315856
"480","1002050012",1,-73.998116922835,40.717830465919
"481","1002050019",0,-73.997215071137,40.717706933005
"482","1002050034",1,-73.998318959625,40.717007038629
"483","1002057501",1,-73.99746039087,40.717311692095
"484","1002060004",2,-73.998975487069,40.718058292546
"485","1002060005",1,-73.998946626766,40.718107698108
"486","1002060012",1,-73.998387468433,40.718302570133
"487","1002060016",1,-73.998037554562,40.717995150669
"488","1002060017",0,-73.99810609883,40.717890850638
"489","1002060023",1,-73.99826844016,40.717624610705
"490","1002060026",1,-73.998401919651,40.7174132655
"491","1002070017",1,-73.999094534645,40.717907331309
"492","1002070020",1,-73.999570716693,40.717742647999
"493","1002080019",1,-73.999332614735,40.718942110436
"494","1002090019",4,-73.9999558081623,40.7191157189303
"495","1002090024",1,-74.000436503404,40.718541375445
"496","1002090028",2,-74.0009523738645,40.7187348784437
"497","1002090035",1,-74.001464643668,40.719104044324
"498","1002100001",1,-74.003813184249,40.720152491525
"499","1002100002",1,-74.00377711121,40.720196408998
"500","1002110015",1,-74.004945982892,40.720512012809
"501","1002110016",2,-74.0049568243825,40.7207659033135
"502","1002110027",1,-74.004372420688,40.721148822144
"503","1002110028",1,-74.004260579913,40.721071972868
"504","1002110029",2,-74.004152346825,40.720992378584
"505","1002120070",1,-74.004733199277,40.721398581646
"506","1002127503",1,-74.005754128297,40.721077397195
"507","1002127504",1,-74.005916438676,40.720720569178
"508","1002140002",1,-74.010036320129,40.72085203149
"509","1002140003",1,-74.010021900535,40.720923396703
"510","1002140009",1,-74.009928166261,40.721346099026
"511","1002140026",0,-74.009062244899,40.720665468408
"512","1002147502",1,-74.008398500588,40.721066254972
"513","1002147504",1,-74.009960613826,40.72120611308
"514","1002160001",5,-74.010097618713,40.720651658088
"515","1002177502",1,-74.009906552087,40.721557447975
"516","1002180011",1,-74.009737112635,40.722369913566
"517","1002190021",0,-74.008156962142,40.722457869376
"518","1002197501",1,-74.009740697354,40.722213461537
"519","1002210030",1,-74.007832287875,40.722600619893
"520","1002240001",1,-74.010267690768,40.723986535003
"521","1002240029",1,-74.009491985046,40.723728593746
"522","1002240032",1,-74.009520823412,40.723563905347
"523","1002250008",2,-74.0080885578065,40.723616165811
"524","1002260001",3,-74.006226924442,40.723210056549
"525","1002270001",1,-74.004718769767,40.721412306078
"526","1002270002",1,-74.00474041648,40.721426029021
"527","1002270022",1,-74.004008110129,40.722106759214
"528","1002270028",2,-74.004262430726,40.7218061980095
"529","1002280002",1,-74.00407297762,40.720959444222
"530","1002280022",1,-74.003925137847,40.722172636494
"531","1002280023",1,-74.003582415594,40.722279693628
"532","1002280024",1,-74.00351386799,40.722244013776
"533","1002280025",0,-74.003445320601,40.722211078651
"534","1002280111",1,-74.004080256242,40.721991476451
"535","1002310002",1,-74.002261919705,40.719669453515
"536","1002310005",1,-74.001948079959,40.72018547558
"537","1002310036",0,-74.00101372682,40.720429771952
"538","1002320005",1,-74.001096698816,40.720303511884
"539","1002320013",1,-74.000212847084,40.720594462281
"540","1002330002",0,-74.000288603281,40.719919249309
"541","1002330012",0,-73.999502156932,40.720240386394
"542","1002330030",1,-74.000317461194,40.719414211989
"543","1002340009",2,-73.9990602356325,40.71990689427
"544","1002340011",1,-73.999296531102,40.719768285297
"545","1002350001",1,-73.999119771747,40.719032686337
"546","1002360016",1,-73.997683975426,40.719438891952
"547","1002360024",1,-73.997586597168,40.71876093231
"548","1002360025",0,-73.997619066734,40.718697803329
"549","1002360031",0,-73.997835527382,40.718324519188
"550","1002367502",0,-73.997550520058,40.718824061205
"551","1002370007",1,-73.997582991088,40.718722505485
"552","1002370011",1,-73.997510836423,40.718859742332
"553","1002370012",1,-73.997474758979,40.718928360738
"554","1002370013",1,-73.99699134326,40.719202825851
