"","avg_rent","lng","lat"
"1",4045.17590377459,-74.0140312352941,40.7114214705882
"2",3586.00024420024,-74.0063096,40.7188378
"3",5856.54756235828,-74.017439,40.707047
"4",4736.4682982568,-74.0120545,40.710077
"5",5463.62570918998,-74.017421,40.7058635
"6",5076.79590608466,-74.017439,40.707047
"7",5875.84772171254,-74.0169898333333,40.7090861666667
"8",3096.3044555834,-74.013713,40.707997
"9",3963.1258765864,-74.011022,40.706531
"10",3034.09273858921,-74.0118506,40.7065572
"11",3553.40592262999,-74.009998,40.705209
"12",3547.49258188825,-74.016151,40.706358
"13",4417.91522491349,-74.009603,40.7057535
"14",2940.53526867031,-74.009168125,40.70806625
"15",2644.76583761377,-74.008759,40.7072223333333
"16",3552.3328125,-74.011209,40.70580675
"17",3064.65110294118,-74.0093922857143,40.7081254285714
"18",3216.59301984912,-74.0080675,40.7064665
"19",3577.80630112474,-74.007275,40.7072253333333
"20",3411.61480085832,-74.011022,40.706531
"21",3470.21345271652,-74.009165,40.706191
"22",2827.56812447435,-74.0083976666667,40.714489
"23",7069.14434027778,-74.0080665,40.7094535
"24",4008.54166666667,-74.006619,40.709642
"25",3206.91856330014,-74.008831625,40.71042025
"26",5464.65080399826,-74.0042484,40.7087292
"27",3017.70798319328,-74.0027775,40.707531
"28",3757.9053030303,-74.0042055,40.7102375
"29",3912.21614583333,-74.0041923333333,40.708939
"30",3726.10593889196,-74.00600825,40.7164696666667
"31",5645.66827544402,-74.006442,40.714022
"32",3816.37059620596,-74.0085095714286,40.7185186666667
"33",3599.97210081585,-74.0069166,40.7164762
"34",4382.86035866566,-74.0107065,40.7164345
"35",1611.4,-73.997464,40.7158215
"36",3082.98854438424,-74.00719,40.717263
"37",3153.21361848574,-74.008716,40.7147713333333
"38",4307.15877437326,-74.008643,40.714489
"39",4065.0349537037,-74.0080206666667,40.7190256666667
"40",5709.56167140152,-74.00794,40.7170228666667
"41",2488.65656565657,-73.990546,40.713339
"42",2648.63392857143,-73.999999,40.718599
"43",2333.48863636364,-74.008124,40.71874
"44",7190.7220453566,-74.0074365,40.7192194090909
"45",6402.36274509804,-73.9989574444444,40.718393
"46",2585.94285714286,-73.99788175,40.716384
"47",2338.9696969697,-73.993406,40.7167395
"48",1447.61538461538,-73.996014,40.718131
"49",2061.35695718654,-74.004202,40.706076
"50",899.913757507508,-74.002139,40.717566
"51",2751.75643726592,-74.00501925,40.72056875
"52",2304.26346153846,-73.990798,40.715348
"53",1816.64166666667,-74.0013315,40.7196255
"54",3633.27380952381,-73.984202,40.720732
"55",2900.61517900782,-73.984936,40.7202732
"56",1803.54583333333,-73.978904,40.727239
"57",2055.91734871032,-73.986701,40.718144
"58",3564.11773255814,-74.001638,40.718373
"59",3833.46219135802,-73.9897586666667,40.7162183333333
"60",2543.90909391534,-73.9825396666667,40.720504
"61",1697.83325617284,-73.990991,40.715275
"62",2557.77280082377,-73.994562,40.7175215
"63",3224.59630050505,-73.9809895,40.729076
"64",2269.32524788199,-73.978407,40.727009
"65",2901.25324074074,-73.984191,40.725173
"66",3012.12678354584,-73.9859792,40.7213212
"67",2377.07192982456,-73.98606425,40.721604
"68",3391.78125,-73.984922,40.728967
"69",2647.71579861111,-73.985858,40.72211
"70",2261.92777777778,-73.981488,40.724679
"71",3652.03837969296,-73.988682,40.7231646666667
"72",2073.44024122807,-73.984635,40.722522
"73",1780.83518518519,-73.995469,40.71932
"74",1997.68353174603,-73.9837076,40.725437
"75",1860.37820512821,-73.978803,40.727195
"76",4382.7583912037,-73.979057,40.724956
"77",2626.07845568783,-73.980222,40.726416
"78",1874.4135021097,-73.984455,40.722461
"79",1760.91068917018,-73.978407,40.727009
"80",2150.56228956229,-73.982654,40.722552
"81",2636.964375,-73.984833,40.7232505
"82",2712.35858585859,-73.9902234,40.7201132
"83",1487.63364413364,-73.980379,40.729534
"84",2905.1115942029,-73.98843625,40.72339025
"85",3805.55165289256,-73.992991,40.712411
"86",1288.95454545455,-73.991126,40.71776
"87",2021.86667899408,-73.982851,40.730937
"88",6402.43666666667,-73.9890105,40.7271875
"89",3034.94920634921,-73.9891011666667,40.7212721666667
"90",2366.56439393939,-73.991937,40.718233
"91",5163.63596491228,-73.988062,40.7248155
"92",2514.0261707989,-73.987617,40.72869
"93",1799.21502164502,-73.9883898,40.7256664
"94",3947.23958333333,-73.9824,40.729543
"95",3996.32638888889,-73.9824,40.729543
"96",1766.63942307692,-73.98788,40.729966
"97",2621.18242927967,-73.9904725,40.72550725
"98",1732.28603059581,-73.990156,40.7252465
"99",1649.02529761905,-73.9870142,40.7277798
