"time","man","bro","brx","qns","si"
2019-09-19 09:45:00,0,337,2268,1205,526
2019-09-20 07:00:00,0,123,2272,2410,798
2019-09-20 07:15:00,0,142,2286,2538,536
2019-09-20 07:30:00,0,156,2706,2724,531
2019-09-20 07:45:00,0,153,2718,2597,481
2019-09-20 08:00:00,0,151,2465,2143,393
2019-09-20 08:15:00,0,160,2416,2199,511
2019-09-20 08:30:00,0,175,2398,2109,572
2019-09-20 08:45:00,0,168,2232,1895,538
2019-09-20 09:00:00,0,178,2351,1732,632
2019-09-20 09:15:00,0,133,2048,1562,737
2019-09-20 09:30:00,0,122,2231,1480,691
2019-09-20 09:45:00,0,148,2193,1396,856
2019-09-21 07:00:00,240,2579,1364,3001,2252
2019-09-21 07:15:00,223,3048,1415,3348,2120
2019-09-21 07:30:00,234,3396,1562,3919,2398
2019-09-21 07:45:00,207,3780,1485,4271,2759
2019-09-21 08:00:00,262,3786,1636,4648,2695
2019-09-21 08:15:00,253,4121,1905,4824,3030
2019-09-21 08:30:00,224,4358,1901,5216,3229
2019-09-21 08:45:00,254,4928,1968,5960,3503
2019-09-21 09:00:00,289,4936,2143,5912,3518
2019-09-21 09:15:00,281,5107,2411,6030,3766
2019-09-21 09:30:00,273,5149,2511,6485,3943
2019-09-21 09:45:00,274,5636,2412,6762,4120
2019-09-22 07:00:00,147,2367,755,2180,1428
2019-09-22 07:15:00,181,2799,969,2496,1380
2019-09-22 07:30:00,168,3368,995,2849,1618
2019-09-22 07:45:00,189,3449,1002,3303,1752
2019-09-22 08:00:00,219,3539,989,3441,1573
2019-09-22 08:15:00,225,3964,1116,3883,1957
2019-09-22 08:30:00,209,4473,1154,4547,2242
2019-09-22 08:45:00,225,5176,1441,5089,2283
2019-09-22 09:00:00,201,4982,1404,5038,2444
2019-09-22 09:15:00,234,5254,1531,5877,2712
2019-09-22 09:30:00,238,5418,1449,6064,3070
2019-09-22 09:45:00,232,5637,1638,6313,3064
2019-09-23 07:00:00,311,5917,229,5693,4481
2019-09-23 07:15:00,402,6552,144,6007,4966
2019-09-23 07:30:00,470,6816,307,6842,5311
2019-09-23 07:45:00,477,7177,327,7359,5453
2019-09-23 08:00:00,536,7183,258,7358,5290
2019-09-23 08:15:00,541,7386,317,7323,5154
2019-09-23 08:30:00,495,7434,317,7499,5262
2019-09-23 08:45:00,492,7227,261,7397,5498
2019-09-23 09:00:00,446,6751,366,6950,5265
2019-09-23 09:15:00,421,6683,220,6327,4979
2019-09-23 09:30:00,452,6710,192,5999,4965
2019-09-23 09:45:00,410,6848,231,5867,4794
2019-09-24 07:00:00,446,6223,307,7064,5264
2019-09-24 07:15:00,477,7287,255,7505,5510
2019-09-24 07:30:00,480,7575,353,8824,5837
2019-09-24 07:45:00,457,7662,268,9231,6001
2019-09-24 08:00:00,448,8170,280,9424,5671
2019-09-24 08:15:00,452,7997,292,9088,5904
2019-09-24 08:30:00,508,7847,303,8539,5685
2019-09-24 08:45:00,460,7969,260,8025,5976
2019-09-24 09:00:00,452,7203,244,7337,5107
2019-09-24 09:15:00,473,7210,208,6762,5177
2019-09-24 09:30:00,415,7250,212,6671,4967
2019-09-24 09:45:00,434,7139,226,6605,4997
2019-09-25 07:00:00,424,6526,0,7005,5465
2019-09-25 07:15:00,422,7350,0,7700,5529
2019-09-25 07:30:00,423,7799,0,8394,5936
2019-09-25 07:45:00,487,8332,0,9273,6136
2019-09-25 08:00:00,542,8351,0,9476,5621
2019-09-25 08:15:00,551,8247,0,8999,5665
2019-09-25 08:30:00,513,7954,0,8616,5444
2019-09-25 08:45:00,542,8120,0,8097,5875
2019-09-25 09:00:00,465,7536,0,7319,4949
2019-09-25 09:15:00,449,7409,0,6706,4841
2019-09-25 09:30:00,384,7394,0,6400,4871
2019-09-25 09:45:00,421,6837,0,6334,4956
2019-09-26 07:00:00,399,6437,0,7006,4984
2019-09-26 07:15:00,439,7349,0,7463,5236
2019-09-26 07:30:00,516,8034,0,8396,5792
2019-09-26 07:45:00,483,7849,0,9392,6275
2019-09-26 08:00:00,560,8279,0,8863,5786
2019-09-26 08:15:00,544,8143,0,8233,5628
2019-09-26 08:30:00,517,8407,0,8238,5435
2019-09-26 08:45:00,530,8178,0,7835,5642
2019-09-26 09:00:00,557,7621,0,7049,4964
2019-09-26 09:15:00,522,7766,0,6415,5075
2019-09-26 09:30:00,498,7673,0,6148,4800
2019-09-26 09:45:00,472,7695,0,6333,4819
2019-09-27 07:00:00,418,5916,0,6436,5274
2019-09-27 07:15:00,465,6842,0,7281,5455
2019-09-27 07:30:00,504,7359,0,8148,5788
2019-09-27 07:45:00,470,7436,0,9025,6158
2019-09-27 08:00:00,480,7681,0,9171,5739
2019-09-27 08:15:00,561,7731,0,8693,5612
2019-09-27 08:30:00,584,7577,0,8418,5558
2019-09-27 08:45:00,564,7670,0,7903,5969
2019-09-27 09:00:00,535,7278,0,6829,5126
2019-09-27 09:15:00,529,7189,0,6497,5252
2019-09-27 09:30:00,507,7362,0,6253,5080
2019-09-27 09:45:00,496,7107,0,6015,5037
2019-09-28 07:00:00,228,3579,0,3223,2218
2019-09-28 07:15:00,234,4092,0,3520,2415
2019-09-28 07:30:00,232,4683,0,3859,2615
2019-09-28 07:45:00,207,5317,0,4221,2873
2019-09-28 08:00:00,274,5465,0,4654,3108
2019-09-28 08:15:00,238,5673,0,5461,3359
2019-09-28 08:30:00,246,6014,0,5680,3746
2019-09-28 08:45:00,253,6907,0,6396,4112
2019-09-28 09:00:00,276,6806,0,6389,4346
2019-09-28 09:15:00,295,7275,0,6554,4370
2019-09-28 09:30:00,281,7288,0,6497,4838
2019-09-28 09:45:00,262,7749,0,7036,5064
2019-09-29 07:00:00,143,3040,0,1701,1572
2019-09-29 07:15:00,142,3392,0,1943,1585
2019-09-29 07:30:00,150,3962,0,2198,1823
2019-09-29 07:45:00,152,4240,0,2559,1896
2019-09-29 08:00:00,182,4572,0,2763,1848
2019-09-29 08:15:00,167,4795,0,3040,2196
2019-09-29 08:30:00,182,5785,0,3344,2500
2019-09-29 08:45:00,183,6474,0,3871,2754
2019-09-29 09:00:00,178,6177,0,4299,2966
2019-09-29 09:15:00,188,6490,0,4521,3073
2019-09-29 09:30:00,208,6824,0,4650,3382
2019-09-29 09:45:00,190,7382,0,5076,3659
2019-09-30 07:00:00,0,1742,0,568,1040
2019-09-30 07:15:00,0,2100,0,708,1230
2019-09-30 07:30:00,0,2541,0,648,1331
2019-09-30 07:45:00,0,2402,0,636,1399
2019-09-30 08:00:00,0,2564,0,704,1171
2019-09-30 08:15:00,0,2688,0,670,1176
2019-09-30 08:30:00,0,2346,0,698,1352
2019-09-30 08:45:00,0,2515,0,648,1251
2019-09-30 09:00:00,0,2343,0,690,1319
2019-09-30 09:15:00,0,2049,0,644,1135
2019-09-30 09:30:00,0,2073,0,574,1317
2019-09-30 09:45:00,0,2158,0,514,1306
2019-10-01 07:00:00,0,3870,0,1456,1039
2019-10-01 07:15:00,0,4525,0,1506,1162
2019-10-01 07:30:00,0,4857,0,1594,1507
2019-10-01 07:45:00,0,5128,0,1606,1256
2019-10-01 08:00:00,0,5370,0,1760,1185
2019-10-01 08:15:00,0,5341,0,1490,1412
2019-10-01 08:30:00,0,5371,0,1312,1542
2019-10-01 08:45:00,0,4976,0,1170,1431
2019-10-01 09:00:00,0,4817,0,966,1391
2019-10-01 09:15:00,0,4854,0,952,1414
2019-10-01 09:30:00,0,4561,0,844,1311
2019-10-01 09:45:00,0,4593,0,802,1427
2019-10-02 07:00:00,0,4007,0,1440,820
2019-10-02 07:15:00,0,4633,0,1484,1426
2019-10-02 07:30:00,0,5095,0,1528,1576
2019-10-02 07:45:00,0,5124,0,1720,1450
2019-10-02 08:00:00,0,5872,0,1650,1036
2019-10-02 08:15:00,0,5190,0,1662,1024
2019-10-02 08:30:00,0,5072,0,1368,876
2019-10-02 08:45:00,0,4805,0,1184,696
2019-10-02 09:00:00,0,4550,0,988,626
2019-10-02 09:15:00,0,4170,0,932,614
2019-10-02 09:30:00,0,3985,0,974,648
2019-10-02 09:45:00,0,4134,0,778,574
2019-10-03 07:00:00,0,4125,0,1394,760
2019-10-03 07:15:00,0,4447,0,1488,1124
2019-10-03 07:30:00,0,5301,0,1542,1564
2019-10-03 07:45:00,0,5328,0,1730,1162
2019-10-03 08:00:00,0,5616,0,1690,990
2019-10-03 08:15:00,0,5520,0,1660,762
2019-10-03 08:30:00,0,5350,0,1404,818
2019-10-03 08:45:00,0,5404,0,1270,678
2019-10-03 09:00:00,0,4808,0,1044,520
2019-10-03 09:15:00,0,4764,0,928,566
2019-10-03 09:30:00,0,4607,0,732,542
2019-10-03 09:45:00,0,4399,0,814,568
2019-10-04 07:00:00,0,4619,0,1342,770
2019-10-04 07:15:00,0,5134,0,1440,1045
2019-10-04 07:30:00,0,5731,0,1626,1243
2019-10-04 07:45:00,0,5986,0,1600,1050
2019-10-04 08:00:00,0,6548,0,1580,984
2019-10-04 08:15:00,0,5905,0,1610,792
2019-10-04 08:30:00,0,5449,0,1198,759
2019-10-04 08:45:00,0,5671,0,1168,745
2019-10-04 09:00:00,0,5186,0,1040,588
2019-10-04 09:15:00,0,5018,0,1008,564
2019-10-04 09:30:00,0,4946,0,816,616
2019-10-04 09:45:00,0,4842,0,776,543
2019-10-05 07:00:00,9883,6662,0,5748,178
2019-10-05 07:15:00,10205,7490,0,6204,208
2019-10-05 07:30:00,11217,8419,0,6329,264
2019-10-05 07:45:00,11957,9269,0,6935,283
2019-10-05 08:00:00,12539,9464,0,7647,315
2019-10-05 08:15:00,12969,9744,0,8184,293
2019-10-05 08:30:00,13910,10782,0,8816,375
2019-10-05 08:45:00,14810,11135,0,9010,527
2019-10-05 09:00:00,15125,11081,0,9385,553
2019-10-05 09:15:00,14892,11403,0,9713,583
2019-10-05 09:30:00,15582,12007,0,9735,705
2019-10-05 09:45:00,16051,12561,0,10478,926
2019-10-06 07:00:00,8111,4636,151,3818,148
2019-10-06 07:15:00,8569,5234,138,3996,164
2019-10-06 07:30:00,9504,5700,142,4750,283
2019-10-06 07:45:00,10472,6567,158,4802,254
2019-10-06 08:00:00,10624,6626,205,5059,282
2019-10-06 08:15:00,10935,7108,180,5710,348
2019-10-06 08:30:00,11437,7512,172,5990,415
2019-10-06 08:45:00,12341,8513,194,6578,512
2019-10-06 09:00:00,13140,8609,207,6869,499
2019-10-06 09:15:00,13612,9062,230,7160,335
2019-10-06 09:30:00,14480,9890,191,7807,443
2019-10-06 09:45:00,15206,10520,231,7956,573
2019-10-07 07:00:00,21822,12187,5235,10832,0
2019-10-07 07:15:00,22937,12926,5795,12034,0
2019-10-07 07:30:00,24323,13288,6432,12935,0
2019-10-07 07:45:00,24939,13562,6403,13493,0
2019-10-07 08:00:00,24979,14168,6292,13363,0
2019-10-07 08:15:00,25021,13728,5555,12737,0
2019-10-07 08:30:00,25654,13648,5610,12558,0
2019-10-07 08:45:00,24878,13152,5509,12298,0
2019-10-07 09:00:00,24352,12573,5359,11162,0
2019-10-07 09:15:00,24109,12568,5263,10186,0
2019-10-07 09:30:00,23976,11922,4819,10272,0
2019-10-07 09:45:00,23534,12169,4538,9773,0
2019-10-08 07:00:00,22918,10420,5143,11010,0
2019-10-08 07:15:00,24146,11334,5881,11783,0
2019-10-08 07:30:00,24991,11252,6303,12548,0
2019-10-08 07:45:00,26016,11534,6193,13414,0
2019-10-08 08:00:00,25944,11520,6182,12561,0
2019-10-08 08:15:00,25540,11444,5771,12139,0
2019-10-08 08:30:00,25148,11863,5787,11821,0
2019-10-08 08:45:00,24577,11720,5486,11398,0
2019-10-08 09:00:00,24087,10749,5381,10072,0
2019-10-08 09:15:00,23739,10253,5041,10396,0
2019-10-08 09:30:00,23732,10142,5108,9823,0
2019-10-08 09:45:00,23552,9812,4903,10047,0
2019-10-09 07:00:00,22898,10379,5242,10622,0
2019-10-09 07:15:00,23721,11506,5739,11350,0
2019-10-09 07:30:00,24894,11865,6231,12291,0
2019-10-09 07:45:00,25940,11843,6441,12492,0
2019-10-09 08:00:00,25946,12111,5899,12320,0
2019-10-09 08:15:00,26112,11803,5848,12039,0
2019-10-09 08:30:00,25397,11664,5615,11747,0
2019-10-09 08:45:00,24872,11192,5563,11091,0
2019-10-09 09:00:00,24583,10865,5456,10710,0
2019-10-09 09:15:00,24062,10848,4994,10176,0
2019-10-09 09:30:00,23625,10482,4799,9885,0
2019-10-09 09:45:00,23260,10077,4782,10076,0
2019-10-10 07:00:00,23161,10320,5386,11074,0
2019-10-10 07:15:00,23657,11015,6340,11435,0
2019-10-10 07:30:00,24666,11575,6677,12277,0
2019-10-10 07:45:00,24955,11767,6657,12675,0
2019-10-10 08:00:00,25645,12022,6413,12280,0
2019-10-10 08:15:00,25389,11770,6398,12211,0
2019-10-10 08:30:00,25610,11618,6185,11637,0
2019-10-10 08:45:00,24994,11656,6102,11013,0
2019-10-10 09:00:00,24032,10859,5846,10261,0
2019-10-10 09:15:00,24038,10642,5423,10402,0
2019-10-10 09:30:00,24055,10217,5382,10016,0
2019-10-10 09:45:00,23670,10029,5202,9874,0
2019-10-11 07:00:00,22603,10795,5656,11374,0
2019-10-11 07:15:00,23166,11756,6656,12065,0
2019-10-11 07:30:00,24777,12165,6801,13052,0
2019-10-11 07:45:00,25058,11935,6819,13831,0
2019-10-11 08:00:00,25403,12359,6687,13482,0
2019-10-11 08:15:00,25871,12102,6515,12980,0
2019-10-11 08:30:00,25439,11842,6233,12436,0
2019-10-11 08:45:00,24781,11469,6220,11749,0
2019-10-11 09:00:00,24453,10846,5967,11296,0
2019-10-11 09:15:00,24553,10563,5857,10600,0
2019-10-11 09:30:00,25045,10604,5627,10666,0
2019-10-11 09:45:00,23856,10109,5568,10456,0
2019-10-12 07:00:00,15561,9893,2276,8350,488
2019-10-12 07:15:00,16114,11207,2498,9529,600
2019-10-12 07:30:00,17578,13358,2654,10277,804
2019-10-12 07:45:00,18798,14991,2661,11355,972
2019-10-12 08:00:00,19852,15337,3118,11737,894
2019-10-12 08:15:00,20340,16331,3212,12788,1082
2019-10-12 08:30:00,21991,17417,3577,13235,1288
2019-10-12 08:45:00,23208,19160,3799,14224,1535
2019-10-12 09:00:00,23689,19573,3799,14534,1421
2019-10-12 09:15:00,23725,19310,4084,14740,1308
2019-10-12 09:30:00,24578,20438,4357,14731,1478
2019-10-12 09:45:00,25249,21367,4506,15899,1687
2019-10-13 07:00:00,12373,7302,1412,5637,400
2019-10-13 07:15:00,12804,8298,1635,6017,430
2019-10-13 07:30:00,14024,9066,1692,7110,546
2019-10-13 07:45:00,15473,10640,1742,7685,600
2019-10-13 08:00:00,16094,10878,1994,7841,579
2019-10-13 08:15:00,16184,11558,1961,8649,593
2019-10-13 08:30:00,16695,12977,2049,9182,665
2019-10-13 08:45:00,18689,14154,2203,10217,802
2019-10-13 09:00:00,18904,14596,2360,10609,915
2019-10-13 09:15:00,20549,15118,2298,11299,798
2019-10-13 09:30:00,21907,16789,2515,11772,1085
2019-10-13 09:45:00,22559,18190,2735,13141,1067
2019-10-14 07:00:00,9132,12239,160,7096,986
2019-10-14 07:15:00,9635,13453,129,7703,1157
2019-10-14 07:30:00,9928,15581,127,7828,1454
2019-10-14 07:45:00,10371,16116,147,8210,1304
2019-10-14 08:00:00,11259,16120,148,8493,1208
2019-10-14 08:15:00,11446,15558,128,8345,1336
2019-10-14 08:30:00,11293,15102,148,7862,1306
2019-10-14 08:45:00,11726,15126,155,7611,1177
2019-10-14 09:00:00,11557,14721,143,7525,1096
2019-10-14 09:15:00,11004,14320,159,6906,1069
2019-10-14 09:30:00,11057,13971,134,6962,1208
2019-10-14 09:45:00,10764,13577,161,6791,1270
2019-10-15 07:00:00,10634,15357,182,7513,1744
2019-10-15 07:15:00,11453,17066,162,8179,2161
2019-10-15 07:30:00,11432,17808,178,9206,2625
2019-10-15 07:45:00,11456,18376,237,9486,2320
2019-10-15 08:00:00,12054,19038,236,9368,1999
2019-10-15 08:15:00,12757,18408,263,8904,2095
2019-10-15 08:30:00,12409,18379,265,8421,1825
2019-10-15 08:45:00,11804,17928,260,7990,1672
2019-10-15 09:00:00,12243,17349,249,7335,1416
2019-10-15 09:15:00,11850,16725,190,7353,1279
2019-10-15 09:30:00,12271,16047,267,6674,1585
2019-10-15 09:45:00,11798,16152,238,6673,1573
2019-10-16 07:00:00,19251,18303,164,8296,1875
2019-10-16 07:15:00,20023,21148,143,9224,2157
2019-10-16 07:30:00,20291,22967,247,10166,2702
2019-10-16 07:45:00,21404,23644,152,9929,2670
2019-10-16 08:00:00,21464,23206,202,10112,2458
2019-10-16 08:15:00,22429,22157,239,9582,2136
2019-10-16 08:30:00,22498,22414,182,9093,2089
2019-10-16 08:45:00,21832,21805,231,8157,1793
2019-10-16 09:00:00,21746,21177,230,7827,1614
2019-10-16 09:15:00,21226,20399,182,7385,1427
2019-10-16 09:30:00,21294,20227,200,7589,1360
2019-10-16 09:45:00,21411,20594,211,7442,1534
2019-10-17 07:00:00,20461,19594,176,9539,1965
2019-10-17 07:15:00,20988,21631,170,10129,2556
2019-10-17 07:30:00,21707,23780,213,10068,2848
2019-10-17 07:45:00,21892,24733,302,10889,2695
2019-10-17 08:00:00,21693,24761,289,10907,2132
2019-10-17 08:15:00,21644,23256,277,10162,2329
2019-10-17 08:30:00,21427,22809,232,9498,2256
2019-10-17 08:45:00,20943,22146,224,9170,1829
2019-10-17 09:00:00,20591,21650,249,8199,1578
2019-10-17 09:15:00,20454,20762,198,7843,1593
2019-10-17 09:30:00,20739,20542,257,7622,1504
2019-10-17 09:45:00,20790,20681,223,8135,1694
2019-10-18 07:00:00,21446,19865,492,9056,2120
2019-10-18 07:15:00,22794,22434,495,9367,2770
2019-10-18 07:30:00,23329,24191,472,10175,3000
2019-10-18 07:45:00,23806,25143,547,10379,2695
2019-10-18 08:00:00,24448,24731,516,10334,2533
2019-10-18 08:15:00,25062,24565,516,9263,1968
2019-10-18 08:30:00,24911,23563,551,8766,2109
2019-10-18 08:45:00,24924,23378,472,8427,1922
2019-10-18 09:00:00,25538,22371,400,7652,1689
2019-10-18 09:15:00,25713,21305,454,7676,1497
2019-10-18 09:30:00,25365,20488,456,7060,1698
2019-10-18 09:45:00,24992,20348,378,7601,1580
2019-10-19 07:00:00,18207,9239,207,3104,542
2019-10-19 07:15:00,18716,10183,223,3685,617
2019-10-19 07:30:00,20568,11572,255,4004,871
2019-10-19 07:45:00,22167,12375,278,4629,1002
2019-10-19 08:00:00,22756,12980,276,4667,947
2019-10-19 08:15:00,23587,14059,270,4695,1169
2019-10-19 08:30:00,23677,14937,269,4972,1395
2019-10-19 08:45:00,25862,16109,324,5677,1652
2019-10-19 09:00:00,25700,16614,307,5514,1464
2019-10-19 09:15:00,25645,16748,309,5700,1445
2019-10-19 09:30:00,26449,17247,362,5577,1624
2019-10-19 09:45:00,27343,18104,338,6427,1778
2019-10-20 07:00:00,12741,6815,146,2123,390
2019-10-20 07:15:00,14284,7650,150,2270,460
2019-10-20 07:30:00,16416,8588,176,2642,671
2019-10-20 07:45:00,17835,9347,177,2801,641
2019-10-20 08:00:00,17757,10327,220,2905,664
2019-10-20 08:15:00,17439,10654,224,3180,742
2019-10-20 08:30:00,18055,12206,187,3193,723
2019-10-20 08:45:00,19316,13060,234,4000,1017
2019-10-20 09:00:00,19382,13677,206,3925,901
2019-10-20 09:15:00,20281,13824,213,4505,1024
2019-10-20 09:30:00,20859,15225,259,4742,1340
2019-10-20 09:45:00,22122,16750,266,5143,1268
2019-10-21 07:00:00,21050,6862,301,0,0
2019-10-21 07:15:00,22525,7313,332,0,0
2019-10-21 07:30:00,23235,7401,376,0,0
2019-10-21 07:45:00,23812,7380,401,0,0
2019-10-21 08:00:00,23786,7535,393,0,0
2019-10-21 08:15:00,23740,7389,367,0,0
2019-10-21 08:30:00,23443,7753,345,0,0
2019-10-21 08:45:00,23621,7718,275,0,0
2019-10-21 09:00:00,23077,7457,310,0,0
2019-10-21 09:15:00,22514,7155,269,0,0
2019-10-21 09:30:00,22717,7224,275,0,0
2019-10-21 09:45:00,23325,7018,234,0,0
2019-10-22 07:00:00,21664,8568,295,0,0
2019-10-22 07:15:00,22656,8758,367,0,0
2019-10-22 07:30:00,23701,9173,365,0,0
2019-10-22 07:45:00,24200,9838,363,0,0
2019-10-22 08:00:00,24310,10121,360,0,0
2019-10-22 08:15:00,24187,9695,334,0,0
2019-10-22 08:30:00,24487,9778,273,0,0
2019-10-22 08:45:00,24066,9720,266,0,0
2019-10-22 09:00:00,23381,9658,303,0,0
2019-10-22 09:15:00,23706,9308,286,0,0
2019-10-22 09:30:00,23633,9238,229,0,0
2019-10-22 09:45:00,23516,9268,240,0,0
2019-10-23 07:00:00,21692,8587,282,0,0
2019-10-23 07:15:00,22040,9090,384,0,0
2019-10-23 07:30:00,23563,9649,406,0,0
2019-10-23 07:45:00,23716,9775,380,0,0
2019-10-23 08:00:00,23197,9594,419,0,0
2019-10-23 08:15:00,23567,9839,399,0,0
2019-10-23 08:30:00,23461,9520,326,0,0
2019-10-23 08:45:00,23056,9795,313,0,0
2019-10-23 09:00:00,23062,9520,321,0,0
2019-10-23 09:15:00,22593,9384,305,0,0
2019-10-23 09:30:00,22535,9253,216,0,0
2019-10-23 09:45:00,22559,9269,224,0,0
2019-10-24 07:00:00,24381,9210,1022,0,0
2019-10-24 07:15:00,26028,9594,989,0,0
2019-10-24 07:30:00,27342,10269,905,0,0
2019-10-24 07:45:00,27916,10523,1023,0,0
2019-10-24 08:00:00,27498,10094,985,0,0
2019-10-24 08:15:00,27816,10149,916,0,0
2019-10-24 08:30:00,27407,10228,918,0,0
2019-10-24 08:45:00,26969,10398,751,0,0
2019-10-24 09:00:00,27146,10311,761,0,0
