"time","man","bro","brx","qns","si"
2019-10-24 18:45:00,29963,9875,944,0,0
2019-10-24 19:00:00,29303,9825,831,0,0
2019-10-24 19:15:00,29380,9637,707,0,0
2019-10-24 19:30:00,29516,9547,694,0,0
2019-10-24 19:45:00,29577,9220,641,0,0
2019-10-25 17:00:00,28771,11569,1044,0,0
2019-10-25 17:15:00,29437,11525,1168,0,0
2019-10-25 17:30:00,29945,10903,1251,0,0
2019-10-25 17:45:00,29842,11069,1355,0,0
2019-10-25 18:00:00,30051,10861,1239,0,0
2019-10-25 18:15:00,30202,10835,1117,0,0
2019-10-25 18:30:00,29381,10441,1326,0,0
2019-10-25 18:45:00,28660,10293,1240,0,0
2019-10-25 19:00:00,29692,10263,1343,0,0
2019-10-25 19:15:00,30182,9870,1022,0,0
2019-10-25 19:30:00,29932,9814,1002,0,0
2019-10-25 19:45:00,29298,9731,1093,0,0
2019-10-26 17:00:00,28267,11403,1145,0,0
2019-10-26 17:15:00,28451,11389,1084,0,0
2019-10-26 17:30:00,28374,11068,1159,0,0
2019-10-26 17:45:00,29389,11073,1196,0,0
2019-10-26 18:00:00,29020,10855,975,0,0
2019-10-26 18:15:00,29264,11233,919,0,0
2019-10-26 18:30:00,29331,10976,1158,0,0
2019-10-26 18:45:00,29420,11019,1023,0,0
2019-10-26 19:00:00,29155,10935,1159,0,0
2019-10-26 19:15:00,29703,10700,937,0,0
2019-10-26 19:30:00,29785,10290,1033,0,0
2019-10-26 19:45:00,29379,10086,991,0,0
2019-10-27 17:00:00,23993,8741,1006,0,151
2019-10-27 17:15:00,24062,8801,904,0,167
2019-10-27 17:30:00,23626,8583,886,0,155
2019-10-27 17:45:00,24256,8723,857,0,158
2019-10-27 18:00:00,23748,8223,917,0,190
2019-10-27 18:15:00,23998,8325,864,0,171
2019-10-27 18:30:00,23984,8506,905,0,131
2019-10-27 18:45:00,24047,8165,770,0,156
2019-10-27 19:00:00,24322,7859,827,0,83
2019-10-27 19:15:00,23752,8152,804,0,114
2019-10-27 19:30:00,23305,7598,780,0,119
2019-10-27 19:45:00,23213,7609,714,0,115
2019-10-28 17:00:00,23802,8444,1174,0,225
2019-10-28 17:15:00,24289,8483,999,0,232
2019-10-28 17:30:00,24230,8464,1008,0,239
2019-10-28 17:45:00,24310,8542,910,0,201
2019-10-28 18:00:00,24350,8357,1016,0,228
2019-10-28 18:15:00,24036,8160,1000,0,210
2019-10-28 18:30:00,24168,7991,903,0,213
2019-10-28 18:45:00,24052,8056,933,0,235
2019-10-28 19:00:00,23562,8089,920,0,166
2019-10-28 19:15:00,23840,7787,852,0,178
2019-10-28 19:30:00,23425,7276,860,0,173
2019-10-28 19:45:00,23439,7642,833,0,170
2019-10-29 17:00:00,24117,7025,980,0,230
2019-10-29 17:15:00,24496,6875,851,0,274
2019-10-29 17:30:00,25071,6757,872,0,248
2019-10-29 17:45:00,24635,6856,806,0,251
2019-10-29 18:00:00,25116,6352,838,0,285
2019-10-29 18:15:00,25439,6559,783,0,256
2019-10-29 18:30:00,25286,6297,765,0,214
2019-10-29 18:45:00,24698,6425,810,0,213
2019-10-29 19:00:00,25238,6216,837,0,176
2019-10-29 19:15:00,25076,6167,832,0,133
2019-10-29 19:30:00,25400,6318,700,0,176
2019-10-29 19:45:00,24659,6354,638,0,151
2019-10-30 17:00:00,14816,5805,1113,0,300
2019-10-30 17:15:00,15270,5974,983,0,242
2019-10-30 17:30:00,15191,5778,1141,0,216
2019-10-30 17:45:00,15083,5900,1101,0,294
2019-10-30 18:00:00,15272,5835,986,0,251
2019-10-30 18:15:00,15251,5792,776,0,230
2019-10-30 18:30:00,15485,5785,775,0,234
2019-10-30 18:45:00,16050,5738,794,0,258
2019-10-30 19:00:00,15796,5939,775,0,231
2019-10-30 19:15:00,15435,5851,887,0,160
2019-10-30 19:30:00,15378,5725,873,0,153
2019-10-30 19:45:00,15262,5497,777,0,140
2019-10-31 17:00:00,11455,4757,708,0,199
2019-10-31 17:15:00,11839,4706,773,0,238
2019-10-31 17:30:00,11599,4980,878,0,204
2019-10-31 17:45:00,11776,4883,660,0,237
2019-10-31 18:00:00,11481,4479,703,0,278
2019-10-31 18:15:00,11654,4575,705,0,195
2019-10-31 18:30:00,12018,4453,740,0,231
2019-10-31 18:45:00,11992,4672,635,0,220
2019-10-31 19:00:00,11990,4661,696,0,235
2019-10-31 19:15:00,11763,4636,602,0,186
2019-10-31 19:30:00,11195,4592,637,0,176
2019-10-31 19:45:00,11147,4585,668,0,134
2019-11-01 17:00:00,10906,4130,742,0,271
2019-11-01 17:15:00,11042,4099,751,0,285
2019-11-01 17:30:00,11197,4122,780,0,237
2019-11-01 17:45:00,10920,4022,765,0,211
2019-11-01 18:00:00,10867,4048,786,0,279
2019-11-01 18:15:00,11674,4157,813,0,236
2019-11-01 18:30:00,11548,4079,848,0,268
2019-11-01 18:45:00,11783,3976,788,0,275
2019-11-01 19:00:00,11843,4108,674,0,204
2019-11-01 19:15:00,12027,3888,738,0,228
2019-11-01 19:30:00,11508,3958,802,0,166
2019-11-01 19:45:00,11395,3993,752,0,186
2019-11-02 17:00:00,6408,4630,15509,514,189
2019-11-02 17:15:00,6545,4613,14953,470,242
2019-11-02 17:30:00,6600,4533,15154,532,225
2019-11-02 17:45:00,6388,4456,15135,552,203
2019-11-02 18:00:00,6295,4602,15386,532,188
2019-11-02 18:15:00,6536,4790,15307,542,202
2019-11-02 18:30:00,6846,4559,14819,610,189
2019-11-02 18:45:00,6690,4426,14719,556,163
2019-11-02 19:00:00,6540,4476,14123,470,171
2019-11-02 19:15:00,6655,4702,13525,520,140
2019-11-02 19:30:00,6755,4743,13497,512,143
2019-11-02 19:45:00,6443,4481,13073,452,129
2019-11-03 17:00:00,4629,2400,13990,474,0
2019-11-03 17:15:00,4636,2641,13721,450,0
2019-11-03 17:30:00,4666,2559,13305,476,0
2019-11-03 17:45:00,4995,2485,13065,414,0
2019-11-03 18:00:00,4923,2384,13232,464,0
2019-11-03 18:15:00,5094,2517,12749,446,0
2019-11-03 18:30:00,5020,2643,12593,476,0
2019-11-03 18:45:00,5254,2335,12428,416,0
2019-11-03 19:00:00,5504,2402,11649,488,0
2019-11-03 19:15:00,5500,2328,11957,432,0
2019-11-03 19:30:00,5131,2264,10956,422,0
2019-11-03 19:45:00,5646,2287,10918,398,0
2019-11-04 17:00:00,5638,996,16579,550,0
2019-11-04 17:15:00,6077,1140,16499,654,0
2019-11-04 17:30:00,6244,1082,16279,644,0
2019-11-04 17:45:00,5821,1006,16297,588,0
2019-11-04 18:00:00,5950,982,15605,570,0
2019-11-04 18:15:00,6334,1140,15489,494,0
2019-11-04 18:30:00,6255,1206,14709,510,0
2019-11-04 18:45:00,6396,1050,14660,478,0
2019-11-04 19:00:00,6868,1088,13945,458,0
2019-11-04 19:15:00,6735,1084,13221,444,0
2019-11-04 19:30:00,6604,1136,12210,460,0
2019-11-04 19:45:00,6469,1114,11445,424,0
2019-11-05 17:00:00,4475,1281,15372,636,0
2019-11-05 17:15:00,4843,1086,15755,664,0
2019-11-05 17:30:00,4739,1190,15582,534,0
2019-11-05 17:45:00,4818,1206,14801,568,0
2019-11-05 18:00:00,4868,1416,14491,558,0
2019-11-05 18:15:00,5065,1228,14173,554,0
2019-11-05 18:30:00,5081,1257,13821,560,0
2019-11-05 18:45:00,5064,1186,13434,510,0
2019-11-05 19:00:00,5261,1296,13155,440,0
2019-11-05 19:15:00,4983,1310,12581,452,0
2019-11-05 19:30:00,5455,1355,12128,462,0
2019-11-05 19:45:00,5510,1228,11431,380,0
2019-11-06 17:00:00,4684,1318,15817,646,0
2019-11-06 17:15:00,4970,1342,16264,696,0
2019-11-06 17:30:00,4936,1402,16176,614,0
2019-11-06 17:45:00,4839,1287,15412,594,0
2019-11-06 18:00:00,4973,1319,15410,608,0
2019-11-06 18:15:00,4980,1348,15011,642,0
2019-11-06 18:30:00,5059,1258,14622,548,0
2019-11-06 18:45:00,4704,1284,14567,534,0
2019-11-06 19:00:00,4769,1214,14049,468,0
2019-11-06 19:15:00,4914,1430,13430,450,0
2019-11-06 19:30:00,4597,1307,12465,458,0
2019-11-06 19:45:00,4982,1179,11720,378,0
2019-11-07 17:00:00,767,1312,15509,600,0
2019-11-07 17:15:00,754,1400,15080,652,0
2019-11-07 17:30:00,749,1358,15009,690,0
2019-11-07 17:45:00,742,1358,15047,580,0
2019-11-07 18:00:00,790,1270,14662,652,0
2019-11-07 18:15:00,788,1419,14335,568,0
2019-11-07 18:30:00,728,1326,14244,486,0
2019-11-07 18:45:00,725,1221,14062,514,0
2019-11-07 19:00:00,701,1352,13526,444,0
2019-11-07 19:15:00,766,1306,13448,384,0
2019-11-07 19:30:00,737,1290,12540,482,0
2019-11-07 19:45:00,855,1256,12074,364,0
2019-11-08 17:00:00,749,1421,15812,702,0
2019-11-08 17:15:00,709,1410,15670,682,0
2019-11-08 17:30:00,700,1398,15755,642,0
2019-11-08 17:45:00,729,1355,15363,602,0
2019-11-08 18:00:00,684,1348,15155,644,0
2019-11-08 18:15:00,751,1330,14972,646,0
2019-11-08 18:30:00,787,1344,14921,524,0
2019-11-08 18:45:00,846,1271,14407,602,0
2019-11-08 19:00:00,802,1404,13849,576,0
2019-11-08 19:15:00,790,1256,13674,570,0
2019-11-08 19:30:00,696,1260,12594,540,0
2019-11-08 19:45:00,803,1159,12175,524,0
2019-11-09 17:00:00,493,1784,14676,1218,0
2019-11-09 17:15:00,460,1831,13876,1069,0
2019-11-09 17:30:00,514,2025,14268,1319,0
2019-11-09 17:45:00,437,1987,14037,1211,0
2019-11-09 18:00:00,512,1986,13278,1102,0
2019-11-09 18:15:00,474,1904,13602,1127,0
2019-11-09 18:30:00,514,1788,12969,1172,0
2019-11-09 18:45:00,492,1801,13106,1152,0
2019-11-09 19:00:00,485,1813,12738,1114,0
2019-11-09 19:15:00,557,1810,12159,1058,0
2019-11-09 19:30:00,527,2034,11918,1130,0
2019-11-09 19:45:00,505,1893,11758,978,0
2019-11-10 17:00:00,472,1824,12858,1058,0
2019-11-10 17:15:00,455,1944,12524,944,0
2019-11-10 17:30:00,498,1924,12563,996,0
2019-11-10 17:45:00,467,1929,12130,954,0
2019-11-10 18:00:00,483,1971,12078,938,0
2019-11-10 18:15:00,474,2045,11440,933,0
2019-11-10 18:30:00,455,2113,11738,988,0
2019-11-10 18:45:00,451,1915,11395,1065,0
2019-11-10 19:00:00,448,1940,11118,982,0
2019-11-10 19:15:00,482,1881,10711,1054,0
2019-11-10 19:30:00,472,1741,10799,862,0
2019-11-10 19:45:00,480,1673,10297,767,0
2019-11-11 17:00:00,444,986,3737,702,0
2019-11-11 17:15:00,447,938,3633,716,0
2019-11-11 17:30:00,458,1007,3737,628,0
2019-11-11 17:45:00,441,904,3342,607,0
2019-11-11 18:00:00,462,896,3415,585,0
2019-11-11 18:15:00,469,907,3447,610,0
2019-11-11 18:30:00,499,856,3194,560,0
2019-11-11 18:45:00,456,808,3080,596,0
2019-11-11 19:00:00,480,888,2805,552,0
2019-11-11 19:15:00,458,791,2644,532,0
2019-11-11 19:30:00,454,845,2638,488,0
2019-11-11 19:45:00,464,799,2395,508,0
2019-11-12 17:00:00,906,1065,7641,756,0
2019-11-12 17:15:00,1054,994,7831,772,0
2019-11-12 17:30:00,990,1082,7540,634,0
2019-11-12 17:45:00,961,1047,7166,698,0
2019-11-12 18:00:00,1129,1008,7301,702,0
2019-11-12 18:15:00,1142,994,6797,646,0
2019-11-12 18:30:00,1042,934,6551,640,0
2019-11-12 18:45:00,1165,925,6005,579,0
2019-11-12 19:00:00,1192,1033,5374,552,0
2019-11-12 19:15:00,1178,870,5474,488,0
2019-11-12 19:30:00,1085,902,5008,476,0
2019-11-12 19:45:00,1132,882,4696,486,0
2019-11-13 17:00:00,2527,971,8016,754,0
2019-11-13 17:15:00,2670,1034,7919,814,0
2019-11-13 17:30:00,2579,1091,7865,735,0
2019-11-13 17:45:00,2622,934,7738,746,0
2019-11-13 18:00:00,2682,972,7362,708,0
2019-11-13 18:15:00,2703,885,7160,666,0
2019-11-13 18:30:00,2617,840,7017,620,0
2019-11-13 18:45:00,2635,931,6836,563,0
2019-11-13 19:00:00,2826,871,6294,530,0
2019-11-13 19:15:00,2699,827,5929,577,0
2019-11-13 19:30:00,2391,937,5626,500,0
2019-11-13 19:45:00,2699,891,5282,492,0
2019-11-14 17:00:00,2767,1200,8182,776,0
2019-11-14 17:15:00,2962,1197,8334,861,0
2019-11-14 17:30:00,2881,1050,8359,808,0
2019-11-14 17:45:00,2990,986,8053,750,0
2019-11-14 18:00:00,3130,1016,7758,751,0
2019-11-14 18:15:00,3043,998,7209,756,0
2019-11-14 18:30:00,2827,1077,7021,668,0
2019-11-14 18:45:00,2951,1013,6541,613,0
2019-11-14 19:00:00,3148,992,6312,591,0
2019-11-14 19:15:00,2977,937,6201,624,0
2019-11-14 19:30:00,3007,1007,5971,604,0
2019-11-14 19:45:00,2881,1064,5606,564,0
2019-11-15 17:00:00,2624,1201,8313,725,0
2019-11-15 17:15:00,2656,1069,8454,879,0
2019-11-15 17:30:00,2497,1076,8181,819,0
2019-11-15 17:45:00,2589,996,8442,810,0
2019-11-15 18:00:00,2599,1036,8335,714,0
2019-11-15 18:15:00,2421,1121,8159,692,0
2019-11-15 18:30:00,2582,1054,8124,669,0
2019-11-15 18:45:00,2624,1085,7627,692,0
2019-11-15 19:00:00,2447,1049,7471,624,0
2019-11-15 19:15:00,2535,972,7108,672,0
2019-11-15 19:30:00,2474,1099,6797,620,0
2019-11-15 19:45:00,2407,1162,6378,538,0
2019-11-16 17:00:00,8527,1413,7422,1214,0
2019-11-16 17:15:00,8874,1434,7417,1175,0
2019-11-16 17:30:00,8994,1513,7254,1228,0
2019-11-16 17:45:00,9119,1444,7473,1422,0
2019-11-16 18:00:00,9198,1454,6823,1242,0
2019-11-16 18:15:00,9223,1362,6940,1239,0
2019-11-16 18:30:00,9253,1293,6717,1177,0
2019-11-16 18:45:00,9246,1395,6377,1232,0
2019-11-16 19:00:00,9393,1435,6537,1082,0
2019-11-16 19:15:00,9050,1476,6256,1113,0
2019-11-16 19:30:00,8922,1432,6052,1047,0
2019-11-16 19:45:00,8877,1466,5540,946,0
2019-11-17 17:00:00,8928,1379,6271,1235,0
2019-11-17 17:15:00,8863,1403,6254,1204,0
2019-11-17 17:30:00,8846,1294,6094,1158,0
2019-11-17 17:45:00,8855,1417,5642,1124,0
2019-11-17 18:00:00,8804,1544,5688,1067,0
2019-11-17 18:15:00,8935,1327,5667,1118,0
2019-11-17 18:30:00,8544,1305,5280,1208,0
2019-11-17 18:45:00,9076,1373,5358,1106,0
2019-11-17 19:00:00,8814,1370,5010,1017,0
2019-11-17 19:15:00,8488,1209,5071,1070,0
2019-11-17 19:30:00,8241,1215,4796,1159,0
2019-11-17 19:45:00,8283,1257,4737,910,0
2019-11-18 17:00:00,8686,1584,3782,1008,0
2019-11-18 17:15:00,8842,1458,3893,1084,0
2019-11-18 17:30:00,8887,1515,3672,1108,0
2019-11-18 17:45:00,8547,1504,3807,1214,0
2019-11-18 18:00:00,8255,1403,3455,1145,0
2019-11-18 18:15:00,8557,1394,3145,923,0
2019-11-18 18:30:00,8945,1450,3256,824,0
2019-11-18 18:45:00,8865,1319,2945,909,0
2019-11-18 19:00:00,8593,1352,2672,778,0
2019-11-18 19:15:00,8777,1344,2729,875,0
2019-11-18 19:30:00,8485,1285,2560,894,0
2019-11-18 19:45:00,8941,1196,2285,759,0
2019-11-19 17:00:00,19581,1167,313,1086,0
2019-11-19 17:15:00,19702,1136,310,1085,0
2019-11-19 17:30:00,19069,1148,333,1039,0
2019-11-19 17:45:00,19694,1150,313,938,0
2019-11-19 18:00:00,19607,1102,266,1105,0
2019-11-19 18:15:00,20730,1040,274,1020,0
2019-11-19 18:30:00,21362,1006,257,941,0
2019-11-19 18:45:00,20860,945,262,933,0
2019-11-19 19:00:00,20757,939,190,857,0
2019-11-19 19:15:00,19689,906,238,832,0
2019-11-19 19:30:00,20043,870,200,742,0
2019-11-19 19:45:00,19988,781,187,740,0
2019-11-20 17:00:00,18132,1074,0,1219,0
2019-11-20 17:15:00,18381,1193,0,1060,0
2019-11-20 17:30:00,18457,1140,0,1161,0
2019-11-20 17:45:00,18213,1065,0,1233,0
2019-11-20 18:00:00,18607,1139,0,1211,0
2019-11-20 18:15:00,19018,1010,0,1081,0
2019-11-20 18:30:00,19052,1018,0,1060,0
2019-11-20 18:45:00,18834,1002,0,1103,0
2019-11-20 19:00:00,18932,983,0,1064,0
2019-11-20 19:15:00,18826,869,0,843,0
2019-11-20 19:30:00,18401,808,0,760,0
2019-11-20 19:45:00,18218,789,0,812,0
2019-11-21 17:00:00,17738,1151,0,1228,0
2019-11-21 17:15:00,18193,1091,0,1260,0
2019-11-21 17:30:00,18426,1092,0,1240,0
2019-11-21 17:45:00,18554,1203,0,1151,0
2019-11-21 18:00:00,17930,1155,0,1166,0
2019-11-21 18:15:00,18342,1036,0,1096,0
2019-11-21 18:30:00,18968,1118,0,996,0
2019-11-21 18:45:00,19398,1035,0,983,0
2019-11-21 19:00:00,19151,1054,0,823,0
2019-11-21 19:15:00,18755,881,0,790,0
2019-11-21 19:30:00,18360,907,0,781,0
2019-11-21 19:45:00,19063,834,0,748,0
2019-11-22 17:00:00,17560,396,0,1416,0
2019-11-22 17:15:00,17442,443,0,1209,0
2019-11-22 17:30:00,17786,462,0,1151,0
2019-11-22 17:45:00,17890,388,0,1097,0
2019-11-22 18:00:00,18335,397,0,946,0
2019-11-22 18:15:00,18216,394,0,1033,0
2019-11-22 18:30:00,18917,372,0,866,0
2019-11-22 18:45:00,18441,419,0,855,0
2019-11-22 19:00:00,18601,346,0,882,0
2019-11-22 19:15:00,18870,374,0,883,0
2019-11-22 19:30:00,18287,353,0,846,0
2019-11-22 19:45:00,18522,392,0,803,0
2019-11-23 17:00:00,1446,385,0,695,0
2019-11-23 17:15:00,1580,389,0,678,0
2019-11-23 17:30:00,1520,437,0,687,0
2019-11-23 17:45:00,1602,389,0,839,0
2019-11-23 18:00:00,1528,384,0,800,0
2019-11-23 18:15:00,1604,413,0,791,0
2019-11-23 18:30:00,1714,438,0,704,0
2019-11-23 18:45:00,1794,434,0,696,0
2019-11-23 19:00:00,1528,408,0,606,0
2019-11-23 19:15:00,1588,351,0,610,0
2019-11-23 19:30:00,1590,335,0,634,0
2019-11-23 19:45:00,1518,341,0,620,0
2019-11-24 17:00:00,1534,289,0,1105,0
2019-11-24 17:15:00,1644,302,0,1098,0
2019-11-24 17:30:00,1584,296,0,1050,0
2019-11-24 17:45:00,1496,289,0,1049,0
2019-11-24 18:00:00,1514,302,0,968,0
2019-11-24 18:15:00,1526,235,0,1002,0
2019-11-24 18:30:00,1458,268,0,937,0
2019-11-24 18:45:00,1462,270,0,972,0
2019-11-24 19:00:00,1568,275,0,913,0
2019-11-24 19:15:00,1456,256,0,880,0
2019-11-24 19:30:00,1418,250,0,980,0
2019-11-24 19:45:00,1480,255,0,731,0
