"time","man","bro","brx","qns","si"
2019-09-13 18:00:00,147,2807,2781,1911,0
2019-09-13 18:15:00,142,2834,2840,1733,0
2019-09-13 18:30:00,114,2432,2975,1612,0
2019-09-13 18:45:00,141,2325,2817,1521,0
2019-09-13 19:00:00,145,2337,2672,1530,0
2019-09-13 19:15:00,98,2293,2590,1387,0
2019-09-13 19:30:00,124,2182,2504,1469,0
2019-09-13 19:45:00,166,2201,2655,1210,0
2019-09-14 17:00:00,130,2137,2612,1347,0
2019-09-14 17:15:00,105,2095,2546,1296,0
2019-09-14 17:30:00,109,2123,2741,1221,0
2019-09-14 17:45:00,136,2017,2747,1280,0
2019-09-14 18:00:00,128,2187,2700,1196,0
2019-09-14 18:15:00,137,2051,2491,1265,0
2019-09-14 18:30:00,118,2012,2542,1134,0
2019-09-14 18:45:00,101,2007,2519,1133,0
2019-09-14 19:00:00,127,1898,2662,1175,0
2019-09-14 19:15:00,124,1974,2459,1231,0
2019-09-14 19:30:00,130,1857,2327,1048,0
2019-09-14 19:45:00,159,1919,2242,1182,0
2019-09-15 17:00:00,159,984,2225,1542,0
2019-09-15 17:15:00,171,922,2184,1602,0
2019-09-15 17:30:00,163,1042,2239,1423,0
2019-09-15 17:45:00,134,824,2159,1372,0
2019-09-15 18:00:00,110,983,2020,1520,0
2019-09-15 18:15:00,118,855,2098,1547,0
2019-09-15 18:30:00,123,870,2079,1401,0
2019-09-15 18:45:00,143,836,2294,1437,0
2019-09-15 19:00:00,172,856,2241,1358,0
2019-09-15 19:15:00,116,763,2214,1223,0
2019-09-15 19:30:00,130,761,2239,1225,0
2019-09-15 19:45:00,133,764,2240,1213,0
2019-09-16 17:00:00,129,490,2730,2076,0
2019-09-16 17:15:00,155,530,2645,2324,0
2019-09-16 17:30:00,125,510,2617,2299,0
2019-09-16 17:45:00,127,533,2790,2098,0
2019-09-16 18:00:00,164,508,2639,1912,0
2019-09-16 18:15:00,90,507,2371,2026,0
2019-09-16 18:30:00,106,459,2339,1872,0
2019-09-16 18:45:00,101,460,2242,1739,0
2019-09-16 19:00:00,111,421,2073,1557,0
2019-09-16 19:15:00,114,417,2047,1460,0
2019-09-16 19:30:00,149,384,2175,1369,0
2019-09-16 19:45:00,136,385,2046,1197,0
2019-09-17 17:00:00,0,892,2672,2109,0
2019-09-17 17:15:00,0,918,2660,2296,0
2019-09-17 17:30:00,0,914,2865,2300,0
2019-09-17 17:45:00,0,860,2983,2116,0
2019-09-17 18:00:00,0,899,2699,2082,0
2019-09-17 18:15:00,0,926,2700,2009,0
2019-09-17 18:30:00,0,853,2533,2045,0
2019-09-17 18:45:00,0,871,2361,1985,0
2019-09-17 19:00:00,0,792,2445,1840,0
2019-09-17 19:15:00,0,763,2405,1823,0
2019-09-17 19:30:00,0,743,2200,1701,0
2019-09-17 19:45:00,0,691,2123,1297,0
2019-09-18 17:00:00,0,386,3276,2220,517
2019-09-18 17:15:00,0,310,3083,2204,370
2019-09-18 17:30:00,0,324,3207,2227,402
2019-09-18 17:45:00,0,352,3046,2030,478
2019-09-18 18:00:00,0,345,3109,1867,578
2019-09-18 18:15:00,0,382,2920,2000,370
2019-09-18 18:30:00,0,307,2726,2013,291
2019-09-18 18:45:00,0,359,2778,1764,276
2019-09-18 19:00:00,0,316,2724,1613,240
2019-09-18 19:15:00,0,323,2604,1548,157
2019-09-18 19:30:00,0,322,2532,1519,157
2019-09-18 19:45:00,0,271,2242,1283,164
2019-09-19 17:00:00,0,361,3327,2331,522
2019-09-19 17:15:00,0,388,3545,2394,385
2019-09-19 17:30:00,0,288,3332,2466,397
2019-09-19 17:45:00,0,255,3057,2347,535
2019-09-19 18:00:00,0,330,2956,2193,628
2019-09-19 18:15:00,0,329,2948,2074,406
2019-09-19 18:30:00,0,316,2773,2145,323
2019-09-19 18:45:00,0,350,2604,1940,290
2019-09-19 19:00:00,0,292,2384,1813,280
2019-09-19 19:15:00,0,338,2556,1673,282
2019-09-19 19:30:00,0,313,2748,1571,210
2019-09-19 19:45:00,0,314,2468,1467,160
2019-09-20 17:00:00,0,164,3257,2399,707
2019-09-20 17:15:00,0,143,3624,2477,494
2019-09-20 17:30:00,0,169,3583,2278,409
2019-09-20 17:45:00,0,141,3377,2143,586
2019-09-20 18:00:00,0,144,3327,2086,608
2019-09-20 18:15:00,0,143,3346,1833,336
2019-09-20 18:30:00,0,141,3559,1786,225
2019-09-20 18:45:00,0,144,3402,1637,223
2019-09-20 19:00:00,0,159,3114,1651,237
2019-09-20 19:15:00,0,150,3112,1685,165
2019-09-20 19:30:00,0,159,2933,1595,246
2019-09-20 19:45:00,0,141,2870,1370,244
2019-09-21 17:00:00,439,6197,3006,7761,5089
2019-09-21 17:15:00,430,6409,3152,7595,4936
2019-09-21 17:30:00,511,6198,2997,7534,4729
2019-09-21 17:45:00,461,6480,2862,7882,4758
2019-09-21 18:00:00,440,6463,2769,7769,4799
2019-09-21 18:15:00,438,6773,3082,7534,4440
2019-09-21 18:30:00,467,6652,3269,7448,4331
2019-09-21 18:45:00,449,6696,3137,7123,4052
2019-09-21 19:00:00,418,6186,2939,6995,4044
2019-09-21 19:15:00,448,6143,2759,6869,3920
2019-09-21 19:30:00,402,5926,2887,6873,3978
2019-09-21 19:45:00,396,5669,2851,6144,3355
2019-09-22 17:00:00,337,6589,2484,7855,4451
2019-09-22 17:15:00,305,6060,2893,7820,4369
2019-09-22 17:30:00,317,5866,3009,7365,4239
2019-09-22 17:45:00,339,6207,2731,7441,4324
2019-09-22 18:00:00,358,5951,2355,7665,4511
2019-09-22 18:15:00,391,5736,2714,7524,4142
2019-09-22 18:30:00,348,5373,2498,7162,3918
2019-09-22 18:45:00,340,5724,2393,6825,3839
2019-09-22 19:00:00,281,5517,2336,6766,3678
2019-09-22 19:15:00,290,5322,2403,6522,3356
2019-09-22 19:30:00,307,5417,2460,6123,2943
2019-09-22 19:45:00,297,5140,2371,6094,3109
2019-09-23 17:00:00,443,7608,275,8378,5589
2019-09-23 17:15:00,453,7832,268,8073,5075
2019-09-23 17:30:00,426,7735,349,8022,5306
2019-09-23 17:45:00,394,7496,244,7638,5227
2019-09-23 18:00:00,414,7177,229,7760,5338
2019-09-23 18:15:00,389,7718,154,7541,4628
2019-09-23 18:30:00,439,7013,190,6901,4299
2019-09-23 18:45:00,394,7287,174,6681,3792
2019-09-23 19:00:00,359,6756,134,6231,3706
2019-09-23 19:15:00,345,6575,162,6194,3497
2019-09-23 19:30:00,333,6146,128,5749,3350
2019-09-23 19:45:00,339,5843,123,5576,3167
2019-09-24 17:00:00,546,8240,303,8251,5931
2019-09-24 17:15:00,499,8431,292,8207,5877
2019-09-24 17:30:00,506,8225,282,8400,5723
2019-09-24 17:45:00,479,8170,278,8198,5822
2019-09-24 18:00:00,510,8046,237,8196,6116
2019-09-24 18:15:00,445,8095,201,7839,5397
2019-09-24 18:30:00,447,7865,216,7340,5121
2019-09-24 18:45:00,416,7752,171,6994,4679
2019-09-24 19:00:00,397,7197,153,6443,4767
2019-09-24 19:15:00,433,6874,146,6515,4136
2019-09-24 19:30:00,418,6813,157,6016,4250
2019-09-24 19:45:00,399,6438,173,5601,4059
2019-09-25 17:00:00,503,8332,0,8478,5959
2019-09-25 17:15:00,530,8094,0,8352,5992
2019-09-25 17:30:00,535,8366,0,8652,5862
2019-09-25 17:45:00,469,8349,0,8426,5967
2019-09-25 18:00:00,429,7814,0,8264,6042
2019-09-25 18:15:00,446,8336,0,7944,5725
2019-09-25 18:30:00,432,8226,0,7257,5357
2019-09-25 18:45:00,454,7899,0,7089,5083
2019-09-25 19:00:00,429,7467,0,6707,4678
2019-09-25 19:15:00,418,7303,0,6156,4370
2019-09-25 19:30:00,431,6749,0,5984,4170
2019-09-25 19:45:00,366,6734,0,5599,3970
2019-09-26 17:00:00,470,8360,0,8658,6070
2019-09-26 17:15:00,478,9462,0,8232,5803
2019-09-26 17:30:00,508,8656,0,8733,5883
2019-09-26 17:45:00,498,8800,0,8424,5836
2019-09-26 18:00:00,439,8483,0,8252,5901
2019-09-26 18:15:00,493,8702,0,7996,5753
2019-09-26 18:30:00,482,7838,0,7504,5518
2019-09-26 18:45:00,521,8089,0,6991,5077
2019-09-26 19:00:00,430,7650,0,6969,4771
2019-09-26 19:15:00,448,7386,0,6731,4559
2019-09-26 19:30:00,406,7262,0,6468,4355
2019-09-26 19:45:00,377,6828,0,6142,4206
2019-09-27 17:00:00,527,8204,0,8632,6411
2019-09-27 17:15:00,531,8326,0,8605,6047
2019-09-27 17:30:00,507,8236,0,8579,6004
2019-09-27 17:45:00,548,8099,0,8482,6111
2019-09-27 18:00:00,525,7448,0,8084,5745
2019-09-27 18:15:00,449,7535,0,8208,5480
2019-09-27 18:30:00,445,7190,0,7774,5687
2019-09-27 18:45:00,499,7386,0,7359,5236
2019-09-27 19:00:00,436,6997,0,7260,4934
2019-09-27 19:15:00,429,6426,0,7010,4728
2019-09-27 19:30:00,433,6082,0,6810,4583
2019-09-27 19:45:00,424,5853,0,6327,4144
2019-09-28 17:00:00,453,9071,0,7861,5876
2019-09-28 17:15:00,449,8910,0,8100,5647
2019-09-28 17:30:00,484,8758,0,7969,5492
2019-09-28 17:45:00,478,8876,0,7994,5444
2019-09-28 18:00:00,456,8961,0,7685,5546
2019-09-28 18:15:00,435,8956,0,7755,5082
2019-09-28 18:30:00,453,8863,0,7836,4839
2019-09-28 18:45:00,434,8908,0,7492,4932
2019-09-28 19:00:00,416,8123,0,7316,4674
2019-09-28 19:15:00,452,8516,0,7321,4593
2019-09-28 19:30:00,403,8587,0,6797,4145
2019-09-28 19:45:00,396,7830,0,6711,4048
2019-09-29 17:00:00,417,8751,0,6086,5009
2019-09-29 17:15:00,364,8252,0,6087,4772
2019-09-29 17:30:00,364,7974,0,5836,4637
2019-09-29 17:45:00,353,8273,0,5844,4718
2019-09-29 18:00:00,336,8174,0,5809,4772
2019-09-29 18:15:00,402,8050,0,5852,4314
2019-09-29 18:30:00,425,7426,0,5790,4443
2019-09-29 18:45:00,399,7628,0,5644,4165
2019-09-29 19:00:00,358,7239,0,5354,4089
2019-09-29 19:15:00,313,7636,0,5207,3441
2019-09-29 19:30:00,302,7458,0,4746,3184
2019-09-29 19:45:00,365,7353,0,4687,3774
2019-09-30 17:00:00,0,3169,0,780,1403
2019-09-30 17:15:00,0,3677,0,1042,1240
2019-09-30 17:30:00,0,3233,0,856,1231
2019-09-30 17:45:00,0,3279,0,958,1379
2019-09-30 18:00:00,0,3298,0,922,1386
2019-09-30 18:15:00,0,3058,0,1046,978
2019-09-30 18:30:00,0,3156,0,820,846
2019-09-30 18:45:00,0,2929,0,792,848
2019-09-30 19:00:00,0,2828,0,804,768
2019-09-30 19:15:00,0,2680,0,770,780
2019-09-30 19:30:00,0,2420,0,676,578
2019-09-30 19:45:00,0,2434,0,714,535
2019-10-01 17:00:00,0,5670,0,1542,1593
2019-10-01 17:15:00,0,5785,0,1784,1306
2019-10-01 17:30:00,0,5558,0,1708,1250
2019-10-01 17:45:00,0,5553,0,1862,1380
2019-10-01 18:00:00,0,5672,0,1370,1116
2019-10-01 18:15:00,0,5610,0,1624,1107
2019-10-01 18:30:00,0,5511,0,1320,954
2019-10-01 18:45:00,0,5261,0,1270,881
2019-10-01 19:00:00,0,5392,0,992,794
2019-10-01 19:15:00,0,5102,0,1014,866
2019-10-01 19:30:00,0,5099,0,808,777
2019-10-01 19:45:00,0,4825,0,1166,598
2019-10-02 17:00:00,0,5628,0,1712,1012
2019-10-02 17:15:00,0,5536,0,1554,1050
2019-10-02 17:30:00,0,5493,0,1482,930
2019-10-02 17:45:00,0,5034,0,1584,988
2019-10-02 18:00:00,0,5218,0,1318,920
2019-10-02 18:15:00,0,5205,0,1472,846
2019-10-02 18:30:00,0,5138,0,1010,864
2019-10-02 18:45:00,0,5360,0,1158,742
2019-10-02 19:00:00,0,5215,0,902,660
2019-10-02 19:15:00,0,4852,0,922,748
2019-10-02 19:30:00,0,4938,0,686,648
2019-10-02 19:45:00,0,4577,0,774,512
2019-10-03 17:00:00,0,5849,0,1264,984
2019-10-03 17:15:00,0,5890,0,1380,892
2019-10-03 17:30:00,0,5885,0,1152,674
2019-10-03 17:45:00,0,6076,0,1256,762
2019-10-03 18:00:00,0,5981,0,1270,738
2019-10-03 18:15:00,0,5684,0,1284,708
2019-10-03 18:30:00,0,5612,0,1114,610
2019-10-03 18:45:00,0,5533,0,1228,644
2019-10-03 19:00:00,0,5653,0,982,572
2019-10-03 19:15:00,0,5362,0,1076,488
2019-10-03 19:30:00,0,5050,0,842,424
2019-10-03 19:45:00,0,4973,0,808,500
2019-10-04 17:00:00,0,6349,0,1248,983
2019-10-04 17:15:00,0,6389,0,1428,913
2019-10-04 17:30:00,0,6274,0,1302,955
2019-10-04 17:45:00,0,6128,0,1566,888
2019-10-04 18:00:00,0,5915,0,1354,943
2019-10-04 18:15:00,0,5713,0,1488,967
2019-10-04 18:30:00,0,5804,0,1268,738
2019-10-04 18:45:00,0,6267,0,1258,691
2019-10-04 19:00:00,0,5988,0,1194,630
2019-10-04 19:15:00,0,5844,0,1170,571
2019-10-04 19:30:00,0,5619,0,962,593
2019-10-04 19:45:00,0,5503,0,948,456
2019-10-05 17:00:00,20476,15416,0,12620,630
2019-10-05 17:15:00,20364,15117,0,12803,695
2019-10-05 17:30:00,20822,15144,0,12444,530
2019-10-05 17:45:00,20378,14520,0,11983,622
2019-10-05 18:00:00,20544,14868,0,12077,606
2019-10-05 18:15:00,21136,15272,0,12324,614
2019-10-05 18:30:00,20980,14582,0,12313,660
2019-10-05 18:45:00,20929,14478,0,12349,686
2019-10-05 19:00:00,21006,14381,0,11949,468
2019-10-05 19:15:00,20628,14314,0,11971,561
2019-10-05 19:30:00,20449,14291,0,11015,450
2019-10-05 19:45:00,20324,14107,0,11104,466
2019-10-06 17:00:00,22118,14377,592,11236,520
2019-10-06 17:15:00,22301,14280,528,10810,406
2019-10-06 17:30:00,22005,13981,578,10926,527
2019-10-06 17:45:00,21681,13835,476,10691,456
2019-10-06 18:00:00,22258,13699,487,10638,501
2019-10-06 18:15:00,22053,13764,487,9990,368
2019-10-06 18:30:00,20994,13132,521,10493,447
2019-10-06 18:45:00,20420,12495,546,9578,478
2019-10-06 19:00:00,20365,12102,482,8784,499
2019-10-06 19:15:00,19310,12234,463,8819,388
2019-10-06 19:30:00,18911,11986,454,8075,319
2019-10-06 19:45:00,18254,11411,501,7891,332
2019-10-07 17:00:00,23841,14414,6064,13716,0
2019-10-07 17:15:00,23841,14220,6008,13751,0
2019-10-07 17:30:00,23647,14662,5736,13363,0
2019-10-07 17:45:00,23425,13975,5648,13566,0
2019-10-07 18:00:00,23594,13634,5488,13268,0
2019-10-07 18:15:00,23876,13026,5052,12808,0
2019-10-07 18:30:00,23545,13195,4696,12500,0
2019-10-07 18:45:00,23074,12369,4356,12037,0
2019-10-07 19:00:00,22760,11911,4434,11633,0
2019-10-07 19:15:00,22074,12034,3990,10814,0
2019-10-07 19:30:00,21489,11331,3694,10309,0
2019-10-07 19:45:00,21655,10718,3523,9440,0
2019-10-08 17:00:00,24736,11843,5938,13250,0
2019-10-08 17:15:00,25071,11893,5963,13965,0
2019-10-08 17:30:00,24862,11783,5990,13711,0
2019-10-08 17:45:00,24461,11955,5870,13274,0
2019-10-08 18:00:00,24729,11358,5753,13248,0
2019-10-08 18:15:00,24836,11078,5522,13180,0
2019-10-08 18:30:00,24871,11209,4956,12895,0
2019-10-08 18:45:00,24016,10639,4780,11856,0
2019-10-08 19:00:00,23979,10742,4495,11468,0
2019-10-08 19:15:00,23545,10141,4462,11170,0
2019-10-08 19:30:00,22970,10014,4157,10400,0
2019-10-08 19:45:00,22185,9267,3711,9966,0
2019-10-09 17:00:00,25293,12230,5732,13243,0
2019-10-09 17:15:00,25597,12033,6007,13674,0
2019-10-09 17:30:00,25220,12384,5598,13304,0
2019-10-09 17:45:00,25332,11734,5427,12921,0
2019-10-09 18:00:00,24938,11920,5384,12758,0
2019-10-09 18:15:00,24955,11120,4847,12858,0
2019-10-09 18:30:00,25140,11025,4733,12516,0
2019-10-09 18:45:00,25320,10436,4633,11621,0
2019-10-09 19:00:00,23805,10537,4700,11345,0
2019-10-09 19:15:00,23976,10217,4285,10873,0
2019-10-09 19:30:00,23250,9791,4295,10336,0
2019-10-09 19:45:00,23504,9475,3832,9800,0
2019-10-10 17:00:00,25120,11977,6087,13225,0
2019-10-10 17:15:00,25516,11902,6024,13293,0
2019-10-10 17:30:00,25158,12223,6053,13148,0
2019-10-10 17:45:00,25324,11670,5804,13181,0
2019-10-10 18:00:00,24906,11520,6009,12733,0
2019-10-10 18:15:00,25267,11674,5621,12981,0
2019-10-10 18:30:00,25532,11120,5468,12860,0
2019-10-10 18:45:00,25502,10885,4977,11761,0
2019-10-10 19:00:00,24419,11196,5150,11579,0
2019-10-10 19:15:00,24290,10558,4799,11515,0
2019-10-10 19:30:00,24670,10013,4350,10847,0
2019-10-10 19:45:00,24085,9908,4196,10693,0
2019-10-11 17:00:00,24682,11915,6249,13660,0
2019-10-11 17:15:00,25183,12039,6677,14090,0
2019-10-11 17:30:00,25206,12252,6479,14623,0
2019-10-11 17:45:00,25533,11981,6441,14026,0
2019-10-11 18:00:00,25524,11877,6311,13541,0
2019-10-11 18:15:00,26013,11290,6270,13448,0
2019-10-11 18:30:00,25598,11454,5962,13574,0
2019-10-11 18:45:00,25714,11296,5966,12409,0
2019-10-11 19:00:00,25853,10969,5707,12040,0
2019-10-11 19:15:00,24934,10887,5741,11854,0
2019-10-11 19:30:00,25363,10772,5488,11251,0
2019-10-11 19:45:00,24953,10745,5199,10757,0
2019-10-12 17:00:00,31029,26486,5976,19228,1515
2019-10-12 17:15:00,30863,25260,6039,19032,1532
2019-10-12 17:30:00,30945,25787,6173,18730,1481
2019-10-12 17:45:00,30765,25066,6002,18222,1306
2019-10-12 18:00:00,31032,25697,5780,18669,1415
2019-10-12 18:15:00,31369,26302,5904,17746,1455
2019-10-12 18:30:00,31280,25880,5724,18214,1319
2019-10-12 18:45:00,31148,24932,5943,18221,1426
2019-10-12 19:00:00,31021,24718,5807,17207,1335
2019-10-12 19:15:00,31175,24464,5730,17304,1300
2019-10-12 19:30:00,30704,23808,5316,16431,1131
2019-10-12 19:45:00,30636,23695,5414,16164,1055
2019-10-13 17:00:00,31513,24588,4136,16353,1219
2019-10-13 17:15:00,31510,24396,4213,16477,1349
2019-10-13 17:30:00,32034,24927,4183,16165,1124
2019-10-13 17:45:00,31489,24214,4108,15767,1251
2019-10-13 18:00:00,31559,23876,4130,15746,1106
2019-10-13 18:15:00,30977,23096,4207,15056,1177
2019-10-13 18:30:00,30466,22487,3815,14677,1066
2019-10-13 18:45:00,29193,22250,3999,14359,1137
2019-10-13 19:00:00,28695,20683,3919,13414,1005
2019-10-13 19:15:00,27988,20124,3807,13061,1075
2019-10-13 19:30:00,26996,19690,4080,12384,1050
2019-10-13 19:45:00,26135,18447,3930,11962,950
2019-10-14 17:00:00,12144,18077,176,8244,1845
2019-10-14 17:15:00,11914,18290,181,8446,1927
2019-10-14 17:30:00,12033,16602,221,8385,1721
2019-10-14 17:45:00,12158,16833,183,7981,1705
2019-10-14 18:00:00,11230,16834,199,7838,1526
2019-10-14 18:15:00,12060,16263,248,7399,1715
2019-10-14 18:30:00,11714,16068,185,6922,1515
2019-10-14 18:45:00,11783,14571,140,6569,1354
2019-10-14 19:00:00,11812,14731,180,6582,1514
2019-10-14 19:15:00,11679,13698,138,6382,1385
2019-10-14 19:30:00,11033,13153,131,5632,1134
2019-10-14 19:45:00,10438,12279,104,4908,1096
2019-10-15 17:00:00,12630,20019,295,8618,2196
2019-10-15 17:15:00,13115,19968,216,8507,2181
2019-10-15 17:30:00,12789,19357,234,8700,2066
2019-10-15 17:45:00,12723,19352,240,8254,2081
2019-10-15 18:00:00,13494,19108,159,8290,1933
2019-10-15 18:15:00,12957,19032,244,7731,2036
2019-10-15 18:30:00,13223,18286,237,7867,2047
2019-10-15 18:45:00,12396,16823,288,6689,1645
2019-10-15 19:00:00,12470,15992,271,6747,1668
2019-10-15 19:15:00,12242,16816,145,6772,1541
2019-10-15 19:30:00,12108,16415,213,6195,1407
2019-10-15 19:45:00,11468,15193,158,5861,1197
2019-10-16 17:00:00,19550,23030,234,8486,2025
2019-10-16 17:15:00,20283,23633,198,8278,2005
2019-10-16 17:30:00,20200,22454,255,9025,1927
2019-10-16 17:45:00,20327,22425,170,8864,1890
2019-10-16 18:00:00,20336,22477,163,8284,2061
2019-10-16 18:15:00,19812,21639,159,7977,2005
2019-10-16 18:30:00,20458,21859,180,7369,1794
2019-10-16 18:45:00,21493,20797,178,7055,1539
2019-10-16 19:00:00,20512,19804,200,6839,1420
2019-10-16 19:15:00,20362,19273,193,6493,1418
2019-10-16 19:30:00,20376,18626,210,6180,1173
2019-10-16 19:45:00,20348,17544,147,5753,1120
2019-10-17 17:00:00,22681,25043,221,9466,2285
2019-10-17 17:15:00,22924,25315,239,9552,2187
2019-10-17 17:30:00,22140,24868,248,9644,2108
2019-10-17 17:45:00,22964,24762,217,9474,2514
2019-10-17 18:00:00,23255,24052,206,9240,2575
2019-10-17 18:15:00,22723,23427,180,8679,2251
2019-10-17 18:30:00,22532,21883,217,8544,2381
2019-10-17 18:45:00,22891,21543,181,7880,1931
2019-10-17 19:00:00,23221,21119,215,7668,1866
2019-10-17 19:15:00,22325,20858,229,7700,1675
2019-10-17 19:30:00,22146,19525,177,7116,1605
2019-10-17 19:45:00,21994,19478,172,6977,1441
2019-10-18 17:00:00,26957,25067,571,10215,2731
2019-10-18 17:15:00,27227,25588,567,9892,3105
2019-10-18 17:30:00,27582,24970,515,10346,3040
2019-10-18 17:45:00,28362,24152,583,9530,2917
2019-10-18 18:00:00,28170,23781,586,9637,2968
2019-10-18 18:15:00,27555,23199,476,8844,2531
2019-10-18 18:30:00,27747,22623,584,9025,2211
2019-10-18 18:45:00,27489,22049,592,8512,2307
2019-10-18 19:00:00,26842,21895,535,8264,1943
2019-10-18 19:15:00,27851,21631,519,7334,2100
2019-10-18 19:30:00,27384,20825,527,7055,1956
2019-10-18 19:45:00,27409,19831,435,6828,1683
2019-10-19 17:00:00,30375,21963,506,7160,1715
2019-10-19 17:15:00,31802,20540,526,7429,1543
2019-10-19 17:30:00,31835,20824,515,7148,1537
2019-10-19 17:45:00,31742,20886,502,7034,1478
2019-10-19 18:00:00,31694,20884,450,6857,1492
2019-10-19 18:15:00,31448,21388,513,6861,1568
2019-10-19 18:30:00,31652,21316,496,6932,1471
2019-10-19 18:45:00,30887,20431,472,7008,1550
2019-10-19 19:00:00,30511,20468,504,6312,1371
2019-10-19 19:15:00,32910,19896,442,6545,1375
2019-10-19 19:30:00,32159,19509,450,6332,1333
2019-10-19 19:45:00,32490,19432,511,6113,1103
2019-10-20 17:00:00,30641,20942,453,6308,1242
2019-10-20 17:15:00,30112,20838,414,6333,1200
2019-10-20 17:30:00,30232,20481,410,5774,1200
2019-10-20 17:45:00,30468,20072,393,5943,1205
2019-10-20 18:00:00,30310,20011,452,5667,1080
2019-10-20 18:15:00,29585,18857,428,5862,1120
2019-10-20 18:30:00,29496,18983,427,5241,1019
2019-10-20 18:45:00,29308,18862,347,5762,1058
2019-10-20 19:00:00,29706,17938,429,5274,1013
2019-10-20 19:15:00,30014,17550,397,5109,1200
2019-10-20 19:30:00,29253,16500,410,4776,939
2019-10-20 19:45:00,28604,16090,329,4556,786
2019-10-21 17:00:00,23899,8130,406,0,0
2019-10-21 17:15:00,24159,7864,315,0,0
2019-10-21 17:30:00,24852,7973,335,0,0
2019-10-21 17:45:00,24350,7609,280,0,0
2019-10-21 18:00:00,24759,7729,311,0,0
2019-10-21 18:15:00,25022,7465,330,0,0
2019-10-21 18:30:00,24465,7385,263,0,0
2019-10-21 18:45:00,23990,7125,225,0,0
2019-10-21 19:00:00,23711,7010,256,0,0
2019-10-21 19:15:00,24265,7066,236,0,0
2019-10-21 19:30:00,23796,7008,211,0,0
2019-10-21 19:45:00,23545,7004,235,0,0
2019-10-22 17:00:00,23598,9722,341,0,0
2019-10-22 17:15:00,23818,9971,320,0,0
2019-10-22 17:30:00,23739,9652,307,0,0
2019-10-22 17:45:00,24082,9465,320,0,0
2019-10-22 18:00:00,24614,8887,279,0,0
2019-10-22 18:15:00,24161,8910,240,0,0
2019-10-22 18:30:00,25067,9003,299,0,0
2019-10-22 18:45:00,24385,8361,250,0,0
2019-10-22 19:00:00,24049,8180,202,0,0
2019-10-22 19:15:00,23963,8344,265,0,0
2019-10-22 19:30:00,23577,8093,243,0,0
2019-10-22 19:45:00,23296,7885,202,0,0
2019-10-23 17:00:00,23510,10308,345,0,0
2019-10-23 17:15:00,24143,10209,285,0,0
2019-10-23 17:30:00,24209,10132,283,0,0
2019-10-23 17:45:00,24148,9610,286,0,0
2019-10-23 18:00:00,23645,9518,266,0,0
2019-10-23 18:15:00,22928,9324,266,0,0
2019-10-23 18:30:00,23569,9202,266,0,0
2019-10-23 18:45:00,24036,9046,262,0,0
2019-10-23 19:00:00,23980,8941,265,0,0
2019-10-23 19:15:00,24379,8840,219,0,0
2019-10-23 19:30:00,24720,8680,267,0,0
2019-10-23 19:45:00,23867,8540,203,0,0
2019-10-24 17:00:00,29065,11173,1079,0,0
2019-10-24 17:15:00,29542,11053,1003,0,0
2019-10-24 17:30:00,29947,10308,1057,0,0
2019-10-24 17:45:00,30154,10906,1086,0,0
2019-10-24 18:00:00,30028,10611,1059,0,0
2019-10-24 18:15:00,29411,10137,930,0,0
2019-10-24 18:30:00,29879,9763,1005,0,0
