"CAMIS","GRADE","BORO","grade"
50100495,"A","Manhattan","A"
50100496,"A","Manhattan","A"
50100503,"A","Bronx","A"
50100504,"A","Manhattan","A"
50100509,"A","Queens","A"
50100510,"A","Manhattan","A"
50100514,"C","Queens","C"
50100520,"Z","Queens","OTHER"
50100522,"A","Brooklyn","A"
50100526,"Z","Queens","OTHER"
50100535,"A","Brooklyn","A"
50100540,"A","Bronx","A"
50100541,"A","Brooklyn","A"
50100546,"A","Queens","A"
50100548,"A","Brooklyn","A"
50100549,"B","Manhattan","B"
50100554,"A","Brooklyn","A"
50100555,"A","Bronx","A"
50100556,"Z","Manhattan","OTHER"
50100558,"A","Brooklyn","A"
50100560,"A","Brooklyn","A"
50100574,"A","Brooklyn","A"
50100583,"Z","Manhattan","OTHER"
50100587,"A","Brooklyn","A"
50100588,"A","Manhattan","A"
50100592,"A","Queens","A"
50100597,"A","Queens","A"
50100606,"A","Brooklyn","A"
50100608,"A","Brooklyn","A"
50100610,"B","Queens","B"
50100616,"N","Manhattan","OTHER"
50100617,"A","Staten Island","A"
50100622,"C","Queens","C"
50100624,"A","Manhattan","A"
50100625,"A","Brooklyn","A"
50100626,"A","Manhattan","A"
50100631,"A","Brooklyn","A"
50100639,"A","Brooklyn","A"
50100645,"A","Queens","A"
50100671,"A","Manhattan","A"
50100673,"A","Manhattan","A"
50100674,"A","Brooklyn","A"
50100675,"A","Manhattan","A"
50100676,"A","Bronx","A"
50100677,"A","Manhattan","A"
50100683,"N","Brooklyn","OTHER"
50100685,"A","Manhattan","A"
50100688,"A","Brooklyn","A"
50100694,"A","Brooklyn","A"
50100699,"A","Brooklyn","A"
50100701,"A","Manhattan","A"
50100704,"A","Manhattan","A"
50100706,"A","Manhattan","A"
50100711,"A","Bronx","A"
50100734,"A","Manhattan","A"
50100744,"A","Manhattan","A"
50100748,"A","Brooklyn","A"
50100754,"A","Bronx","A"
50100757,"A","Brooklyn","A"
50100784,"A","Manhattan","A"
50100785,"A","Brooklyn","A"
50100791,"C","Manhattan","C"
50100793,"A","Brooklyn","A"
50100797,"N","Brooklyn","OTHER"
50100801,"A","Brooklyn","A"
50100804,"A","Manhattan","A"
50100811,"A","Queens","A"
50100813,"B","Bronx","B"
50100817,"A","Brooklyn","A"
50100820,"N","Bronx","OTHER"
50100821,"B","Queens","B"
50100839,"A","Manhattan","A"
50100843,"A","Manhattan","A"
50100848,"A","Queens","A"
50100856,"A","Brooklyn","A"
50100857,"A","Manhattan","A"
50100859,"A","Queens","A"
50100861,"A","Manhattan","A"
50100866,"A","Queens","A"
50100867,"P","Manhattan","OTHER"
50100871,"A","Queens","A"
50100875,"A","Queens","A"
50100876,"N","Manhattan","OTHER"
50100914,"B","Bronx","B"
50100916,"N","Brooklyn","OTHER"
50100930,"C","Brooklyn","C"
50100933,"B","Queens","B"
50100943,"A","Queens","A"
50100946,"A","Bronx","A"
50100947,"A","Manhattan","A"
50100952,"A","Brooklyn","A"
50100989,"A","Brooklyn","A"
50100992,"A","Brooklyn","A"
50100995,"B","Manhattan","B"
50100998,"A","Brooklyn","A"
50101000,"N","Manhattan","OTHER"
50101002,"A","Manhattan","A"
50101008,"A","Bronx","A"
50101011,"A","Manhattan","A"
50101021,"A","Queens","A"
50101022,"A","Manhattan","A"
50101032,"A","Bronx","A"
50101034,"A","Manhattan","A"
50101035,"A","Manhattan","A"
50101038,"A","Manhattan","A"
50101039,"A","Staten Island","A"
50101046,"B","Queens","B"
50101049,"N","Manhattan","OTHER"
50101051,"A","Queens","A"
50101054,"Z","Queens","OTHER"
50101055,"Z","Bronx","OTHER"
50101058,"A","Queens","A"
50101059,"N","Manhattan","OTHER"
50101060,"A","Queens","A"
50101066,"N","Manhattan","OTHER"
50101067,"A","Manhattan","A"
50101068,"A","Manhattan","A"
50101071,"N","Queens","OTHER"
50101081,"A","Brooklyn","A"
50101082,"A","Manhattan","A"
50101083,"A","Manhattan","A"
50101121,"A","Queens","A"
50101123,"A","Manhattan","A"
50101124,"C","Brooklyn","C"
50101125,"A","Bronx","A"
50101133,"A","Manhattan","A"
50101153,"C","Brooklyn","C"
50101161,"A","Brooklyn","A"
50101163,"A","Manhattan","A"
50101167,"A","Manhattan","A"
50101173,"Z","Brooklyn","OTHER"
50101178,"A","Queens","A"
50101180,"A","Manhattan","A"
50101183,"Z","Brooklyn","OTHER"
50101200,"Z","Bronx","OTHER"
50101203,"A","Brooklyn","A"
50101208,"A","Manhattan","A"
50101212,"A","Brooklyn","A"
50101213,"A","Brooklyn","A"
50101236,"A","Manhattan","A"
50101238,"A","Manhattan","A"
50101239,"A","Manhattan","A"
50101243,"N","Manhattan","OTHER"
50101247,"Z","Bronx","OTHER"
50101251,"A","Manhattan","A"
50101252,"N","Manhattan","OTHER"
50101254,"N","Brooklyn","OTHER"
50101256,"A","Manhattan","A"
50101258,"A","Staten Island","A"
50101259,"A","Brooklyn","A"
50101267,"Z","Staten Island","OTHER"
50101276,"A","Staten Island","A"
50101281,"Z","Brooklyn","OTHER"
50101286,"A","Staten Island","A"
50101289,"A","Manhattan","A"
50101309,"A","Queens","A"
50101319,"A","Manhattan","A"
50101322,"A","Manhattan","A"
50101327,"A","Queens","A"
50101329,"A","Queens","A"
50101330,"A","Manhattan","A"
50101333,"A","Queens","A"
50101336,"A","Manhattan","A"
50101337,"A","Staten Island","A"
50101338,"A","Manhattan","A"
50101341,"A","Brooklyn","A"
50101351,"A","Staten Island","A"
50101355,"A","Brooklyn","A"
50101357,"A","Manhattan","A"
50101367,"A","Manhattan","A"
50101375,"B","Brooklyn","B"
50101376,"N","Manhattan","OTHER"
50101388,"N","Manhattan","OTHER"
50101391,"A","Bronx","A"
50101394,"N","Manhattan","OTHER"
50101404,"A","Brooklyn","A"
50101407,"Z","Queens","OTHER"
50101410,"N","Queens","OTHER"
50101415,"A","Brooklyn","A"
50101431,"Z","Brooklyn","OTHER"
50101439,"N","Queens","OTHER"
50101449,"N","Brooklyn","OTHER"
50101452,"A","Manhattan","A"
50101461,"A","Manhattan","A"
50101465,"A","Bronx","A"
50101467,"A","Manhattan","A"
50101469,"A","Bronx","A"
50101471,"C","Queens","C"
50101475,"A","Queens","A"
50101478,"A","Manhattan","A"
50101489,"A","Brooklyn","A"
50101491,"A","Manhattan","A"
50101494,"A","Manhattan","A"
50101500,"A","Brooklyn","A"
50101503,"A","Manhattan","A"
50101504,"A","Manhattan","A"
50101509,"A","Brooklyn","A"
50101510,"A","Brooklyn","A"
50101511,"A","Brooklyn","A"
50101513,"A","Queens","A"
50101521,"A","Queens","A"
50101523,"N","Brooklyn","OTHER"
50101528,"A","Brooklyn","A"
50101530,"A","Brooklyn","A"
50101533,"A","Manhattan","A"
50101545,"N","Manhattan","OTHER"
50101553,"A","Manhattan","A"
50101555,"A","Bronx","A"
50101556,"A","Queens","A"
50101557,"A","Brooklyn","A"
50101558,"Z","Queens","OTHER"
50101559,"A","Brooklyn","A"
50101560,"Z","Brooklyn","OTHER"
50101580,"A","Queens","A"
50101581,"A","Manhattan","A"
50101584,"A","Queens","A"
50101588,"A","Queens","A"
50101590,"N","Queens","OTHER"
50101593,"A","Manhattan","A"
50101595,"Z","Staten Island","OTHER"
50101598,"A","Queens","A"
50101613,"A","Queens","A"
50101626,"A","Queens","A"
50101627,"A","Bronx","A"
50101632,"A","Staten Island","A"
50101633,"A","Staten Island","A"
50101634,"A","Staten Island","A"
50101636,"A","Staten Island","A"
50101637,"A","Staten Island","A"
50101638,"A","Staten Island","A"
50101639,"A","Brooklyn","A"
50101640,"A","Staten Island","A"
50101641,"A","Staten Island","A"
50101642,"A","Queens","A"
50101643,"A","Brooklyn","A"
50101644,"A","Bronx","A"
50101645,"A","Manhattan","A"
50101656,"A","Manhattan","A"
50101661,"A","Manhattan","A"
50101662,"A","Queens","A"
50101667,"B","Manhattan","B"
50101673,"A","Manhattan","A"
50101675,"A","Queens","A"
50101680,"A","Brooklyn","A"
50101681,"A","Manhattan","A"
50101682,"N","Brooklyn","OTHER"
50101688,"Z","Bronx","OTHER"
50101691,"B","Brooklyn","B"
50101694,"N","Brooklyn","OTHER"
50101712,"A","Brooklyn","A"
50101714,"A","Queens","A"
50101722,"A","Manhattan","A"
50101723,"A","Brooklyn","A"
50101724,"Z","Queens","OTHER"
50101726,"P","Brooklyn","OTHER"
50101729,"A","Manhattan","A"
50101738,"A","Brooklyn","A"
50101742,"Z","Bronx","OTHER"
50101743,"A","Manhattan","A"
50101746,"A","Brooklyn","A"
50101749,"A","Brooklyn","A"
50101751,"B","Manhattan","B"
50101758,"A","Staten Island","A"
50101762,"A","Queens","A"
50101769,"A","Brooklyn","A"
50101770,"A","Brooklyn","A"
50101771,"A","Brooklyn","A"
50101772,"A","Staten Island","A"
50101773,"A","Manhattan","A"
50101777,"A","Staten Island","A"
50101795,"N","Queens","OTHER"
50101797,"Z","Manhattan","OTHER"
50101800,"A","Manhattan","A"
50101824,"A","Staten Island","A"
50101827,"A","Manhattan","A"
50101839,"N","Queens","OTHER"
50101851,"B","Manhattan","B"
50101858,"A","Queens","A"
50101859,"C","Manhattan","C"
50101860,"A","Queens","A"
50101863,"A","Staten Island","A"
50101864,"A","Manhattan","A"
50101866,"A","Bronx","A"
50101867,"N","Manhattan","OTHER"
50101869,"A","Queens","A"
50101872,"A","Brooklyn","A"
50101878,"A","Manhattan","A"
50101886,"A","Queens","A"
50101891,"A","Bronx","A"
50101896,"A","Manhattan","A"
50101905,"A","Manhattan","A"
50101906,"A","Manhattan","A"
50101908,"A","Queens","A"
50101915,"N","Manhattan","OTHER"
50101919,"A","Bronx","A"
50101921,"N","Bronx","OTHER"
50101922,"A","Queens","A"
50101925,"A","Queens","A"
50101927,"A","Queens","A"
50101928,"A","Queens","A"
50101929,"N","Queens","OTHER"
50101932,"A","Brooklyn","A"
50101936,"A","Manhattan","A"
50101942,"A","Manhattan","A"
50101945,"A","Brooklyn","A"
50101946,"A","Brooklyn","A"
50101953,"N","Manhattan","OTHER"
50101954,"A","Queens","A"
50101959,"A","Brooklyn","A"
50101962,"A","Brooklyn","A"
50101963,"A","Queens","A"
50101980,"A","Brooklyn","A"
50101981,"A","Manhattan","A"
50101982,"A","Staten Island","A"
50101984,"Z","Queens","OTHER"
50101985,"A","Queens","A"
50101986,"A","Manhattan","A"
50101988,"A","Brooklyn","A"
50101991,"A","Bronx","A"
50102000,"B","Brooklyn","B"
50102001,"A","Staten Island","A"
50102007,"A","Brooklyn","A"
50102012,"C","Brooklyn","C"
50102013,"A","Brooklyn","A"
50102014,"A","Manhattan","A"
50102018,"A","Manhattan","A"
50102026,"A","Manhattan","A"
50102030,"A","Brooklyn","A"
50102031,"A","Manhattan","A"
50102033,"A","Bronx","A"
50102035,"N","Manhattan","OTHER"
50102038,"A","Manhattan","A"
50102039,"A","Queens","A"
50102046,"A","Manhattan","A"
50102047,"B","Brooklyn","B"
50102067,"A","Bronx","A"
50102068,"A","Brooklyn","A"
50102069,"A","Manhattan","A"
50102071,"A","Queens","A"
50102072,"A","Bronx","A"
50102073,"A","Staten Island","A"
50102075,"A","Brooklyn","A"
50102076,"A","Queens","A"
50102079,"A","Manhattan","A"
50102084,"A","Manhattan","A"
50102087,"A","Brooklyn","A"
50102109,"A","Manhattan","A"
50102112,"A","Brooklyn","A"
50102118,"A","Manhattan","A"
50102126,"A","Brooklyn","A"
50102137,"A","Brooklyn","A"
50102138,"Z","Queens","OTHER"
50102146,"A","Queens","A"
50102148,"Z","Queens","OTHER"
50102156,"A","Bronx","A"
50102158,"A","Staten Island","A"
50102159,"A","Queens","A"
50102160,"C","Queens","C"
50102163,"B","Manhattan","B"
50102172,"A","Manhattan","A"
50102204,"A","Queens","A"
50102205,"B","Bronx","B"
50102216,"A","Brooklyn","A"
50102219,"N","Bronx","OTHER"
50102221,"A","Brooklyn","A"
50102222,"A","Queens","A"
50102226,"A","Brooklyn","A"
50102228,"A","Queens","A"
50102230,"A","Manhattan","A"
50102232,"A","Manhattan","A"
50102234,"Z","Queens","OTHER"
50102235,"C","Manhattan","C"
50102240,"C","Brooklyn","C"
50102250,"A","Queens","A"
50102251,"A","Brooklyn","A"
50102262,"Z","Brooklyn","OTHER"
50102268,"A","Manhattan","A"
50102271,"N","Brooklyn","OTHER"
50102277,"A","Manhattan","A"
50102282,"A","Staten Island","A"
50102283,"A","Brooklyn","A"
50102287,"A","Manhattan","A"
50102295,"A","Manhattan","A"
50102296,"A","Brooklyn","A"
50102300,"A","Bronx","A"
50102310,"A","Brooklyn","A"
50102311,"A","Manhattan","A"
50102319,"A","Manhattan","A"
50102321,"A","Brooklyn","A"
50102325,"A","Queens","A"
50102329,"Z","Brooklyn","OTHER"
50102338,"C","Queens","C"
50102339,"B","Manhattan","B"
50102340,"A","Manhattan","A"
50102342,"A","Manhattan","A"
50102343,"A","Bronx","A"
50102349,"N","Manhattan","OTHER"
50102361,"A","Staten Island","A"
50102365,"C","Queens","C"
50102366,"B","Brooklyn","B"
50102368,"Z","Manhattan","OTHER"
50102376,"A","Brooklyn","A"
50102379,"A","Bronx","A"
50102385,"A","Manhattan","A"
50102393,"A","Manhattan","A"
50102396,"A","Manhattan","A"
50102397,"A","Brooklyn","A"
50102398,"B","Manhattan","B"
50102402,"A","Queens","A"
50102413,"A","Queens","A"
50102423,"A","Bronx","A"
50102428,"A","Manhattan","A"
50102435,"N","Manhattan","OTHER"
50102436,"C","Manhattan","C"
50102443,"A","Bronx","A"
50102459,"A","Manhattan","A"
50102460,"A","Manhattan","A"
50102461,"A","Manhattan","A"
50102465,"C","Manhattan","C"
50102474,"A","Brooklyn","A"
50102477,"A","Manhattan","A"
50102481,"A","Queens","A"
50102486,"A","Bronx","A"
50102488,"B","Brooklyn","B"
50102493,"A","Queens","A"
50102528,"B","Queens","B"
50102529,"A","Brooklyn","A"
50102541,"A","Manhattan","A"
50102547,"A","Manhattan","A"
50102548,"A","Manhattan","A"
50102550,"A","Manhattan","A"
50102551,"A","Manhattan","A"
50102552,"A","Manhattan","A"
50102553,"A","Queens","A"
50102554,"A","Queens","A"
50102557,"N","Bronx","OTHER"
50102558,"A","Manhattan","A"
50102559,"A","Queens","A"
50102561,"A","Brooklyn","A"
50102562,"A","Brooklyn","A"
50102563,"N","Manhattan","OTHER"
50102568,"N","Queens","OTHER"
50102573,"A","Brooklyn","A"
50102574,"A","Manhattan","A"
50102575,"A","Manhattan","A"
50102576,"N","Manhattan","OTHER"
50102582,"A","Manhattan","A"
50102604,"A","Manhattan","A"
50102608,"A","Queens","A"
50102626,"A","Queens","A"
50102627,"A","Manhattan","A"
50102633,"A","Queens","A"
50102634,"A","Queens","A"
50102635,"A","Brooklyn","A"
50102637,"A","Bronx","A"
50102646,"A","Manhattan","A"
50102647,"N","Brooklyn","OTHER"
50102653,"Z","Brooklyn","OTHER"
50102664,"A","Queens","A"
50102665,"A","Brooklyn","A"
50102666,"Z","Brooklyn","OTHER"
50102668,"A","Queens","A"
50102669,"A","Manhattan","A"
50102670,"A","Manhattan","A"
50102671,"N","Brooklyn","OTHER"
50102673,"C","Brooklyn","C"
50102688,"A","Manhattan","A"
50102692,"C","Manhattan","C"
50102705,"A","Brooklyn","A"
50102706,"N","Manhattan","OTHER"
50102713,"A","Brooklyn","A"
50102719,"A","Manhattan","A"
50102722,"A","Manhattan","A"
50102731,"C","Queens","C"
50102738,"Z","Queens","OTHER"
50102740,"A","Brooklyn","A"
50102749,"A","Queens","A"
50102755,"A","Manhattan","A"
50102756,"A","Staten Island","A"
50102761,"A","Queens","A"
50102766,"A","Manhattan","A"
50102768,"N","Queens","OTHER"
50102771,"A","Brooklyn","A"
50102772,"A","Manhattan","A"
50102778,"N","Staten Island","OTHER"
50102780,"B","Manhattan","B"
50102786,"A","Manhattan","A"
50102800,"N","Queens","OTHER"
50102803,"A","Brooklyn","A"
50102810,"A","Manhattan","A"
50102811,"A","Manhattan","A"
50102820,"A","Manhattan","A"
50102822,"A","Brooklyn","A"
50102823,"A","Manhattan","A"
50102824,"A","Brooklyn","A"
50102831,"A","Queens","A"
50102832,"A","Queens","A"
50102835,"N","Queens","OTHER"
50102837,"A","Manhattan","A"
50102840,"A","Queens","A"
50102848,"A","Queens","A"
50102849,"A","Queens","A"
50102850,"A","Brooklyn","A"
50102852,"A","Queens","A"
50102856,"A","Queens","A"
50102862,"A","Manhattan","A"
50102864,"A","Queens","A"
50102866,"N","Bronx","OTHER"
50102879,"A","Manhattan","A"
50102881,"A","Manhattan","A"
50102884,"A","Brooklyn","A"
50102888,"Z","Brooklyn","OTHER"
50102896,"A","Manhattan","A"
50102903,"A","Staten Island","A"
50102904,"A","Manhattan","A"
50102905,"A","Queens","A"
50102906,"A","Bronx","A"
50102927,"A","Queens","A"
50102932,"A","Brooklyn","A"
50102939,"A","Staten Island","A"
50102940,"A","Queens","A"
50102943,"A","Bronx","A"
50102945,"A","Manhattan","A"
50102966,"A","Brooklyn","A"
50102967,"A","Brooklyn","A"
50102969,"B","Brooklyn","B"
50102974,"A","Manhattan","A"
50102975,"A","Staten Island","A"
50102981,"C","Queens","C"
50102986,"A","Queens","A"
50102988,"A","Queens","A"
50102994,"A","Manhattan","A"
50102998,"A","Manhattan","A"
50102999,"A","Queens","A"
50103001,"A","Bronx","A"
50103003,"A","Brooklyn","A"
50103012,"A","Manhattan","A"
50103013,"A","Brooklyn","A"
50103016,"A","Manhattan","A"
50103017,"Z","Manhattan","OTHER"
50103020,"N","Brooklyn","OTHER"
50103023,"A","Manhattan","A"
50103028,"A","Manhattan","A"
50103034,"A","Queens","A"
50103047,"A","Manhattan","A"
50103050,"A","Queens","A"
50103051,"A","Brooklyn","A"
50103053,"N","Manhattan","OTHER"
50103057,"A","Brooklyn","A"
50103059,"A","Queens","A"
50103064,"A","Brooklyn","A"
50103065,"A","Manhattan","A"
50103069,"Z","Manhattan","OTHER"
50103070,"A","Queens","A"
50103074,"A","Brooklyn","A"
50103079,"A","Manhattan","A"
50103080,"N","Manhattan","OTHER"
50103081,"A","Brooklyn","A"
50103083,"A","Bronx","A"
50103087,"A","Manhattan","A"
50103088,"A","Queens","A"
50103089,"A","Manhattan","A"
50103090,"A","Brooklyn","A"
50103094,"A","Queens","A"
50103097,"B","Brooklyn","B"
50103099,"A","Queens","A"
50103115,"A","Bronx","A"
50103117,"A","Brooklyn","A"
50103129,"A","Queens","A"
50103133,"A","Manhattan","A"
50103134,"A","Brooklyn","A"
50103137,"A","Manhattan","A"
50103144,"A","Manhattan","A"
50103148,"A","Queens","A"
50103151,"A","Brooklyn","A"
50103154,"A","Manhattan","A"
50103156,"A","Manhattan","A"
50103157,"A","Manhattan","A"
50103158,"A","Brooklyn","A"
50103164,"N","Brooklyn","OTHER"
50103169,"A","Bronx","A"
50103170,"A","Brooklyn","A"
50103178,"A","Queens","A"
50103184,"N","Manhattan","OTHER"
50103188,"A","Manhattan","A"
50103190,"A","Bronx","A"
50103199,"A","Queens","A"
50103203,"A","Queens","A"
50103204,"A","Manhattan","A"
50103207,"A","Brooklyn","A"
50103214,"N","Brooklyn","OTHER"
50103215,"A","Brooklyn","A"
50103218,"A","Brooklyn","A"
50103228,"A","Brooklyn","A"
50103233,"A","Brooklyn","A"
50103245,"Z","Queens","OTHER"
50103251,"A","Manhattan","A"
50103252,"A","Manhattan","A"
50103255,"A","Queens","A"
50103256,"A","Brooklyn","A"
50103258,"A","Brooklyn","A"
50103262,"N","Queens","OTHER"
50103264,"A","Manhattan","A"
50103267,"A","Brooklyn","A"
50103273,"A","Brooklyn","A"
50103278,"A","Queens","A"
50103282,"A","Manhattan","A"
50103285,"P","Queens","OTHER"
50103295,"B","Brooklyn","B"
50103299,"A","Brooklyn","A"
50103301,"A","Brooklyn","A"
50103304,"A","Brooklyn","A"
50103312,"A","Bronx","A"
50103313,"A","Bronx","A"
50103315,"N","Bronx","OTHER"
50103340,"C","Queens","C"
50103346,"A","Manhattan","A"
50103349,"A","Brooklyn","A"
50103352,"N","Manhattan","OTHER"
50103358,"C","Brooklyn","C"
50103361,"A","Brooklyn","A"
50103368,"A","Brooklyn","A"
50103371,"B","Brooklyn","B"
50103384,"Z","Manhattan","OTHER"
50103385,"A","Queens","A"
50103392,"N","Bronx","OTHER"
50103397,"B","Brooklyn","B"
50103399,"A","Manhattan","A"
50103403,"A","Brooklyn","A"
50103407,"A","Manhattan","A"
50103408,"Z","Queens","OTHER"
50103409,"A","Manhattan","A"
50103414,"A","Brooklyn","A"
50103415,"A","Queens","A"
50103422,"A","Manhattan","A"
50103428,"N","Bronx","OTHER"
50103429,"A","Manhattan","A"
50103437,"A","Brooklyn","A"
50103438,"A","Manhattan","A"
50103445,"A","Manhattan","A"
50103447,"A","Manhattan","A"
50103448,"N","Manhattan","OTHER"
50103452,"N","Manhattan","OTHER"
50103463,"A","Brooklyn","A"
50103472,"A","Queens","A"
50103473,"Z","Brooklyn","OTHER"
50103483,"Z","Queens","OTHER"
50103491,"A","Manhattan","A"
50103495,"Z","Brooklyn","OTHER"
50103500,"A","Manhattan","A"
50103503,"A","Manhattan","A"
50103514,"A","Queens","A"
50103517,"A","Brooklyn","A"
50103536,"A","Queens","A"
50103540,"N","Staten Island","OTHER"
50103573,"A","Manhattan","A"
50103576,"A","Manhattan","A"
50103583,"B","Brooklyn","B"
50103586,"A","Bronx","A"
50103587,"A","Manhattan","A"
50103590,"A","Brooklyn","A"
50103595,"Z","Manhattan","OTHER"
50103598,"N","Bronx","OTHER"
50103600,"A","Manhattan","A"
50103604,"A","Queens","A"
50103606,"B","Brooklyn","B"
50103610,"A","Manhattan","A"
50103614,"A","Brooklyn","A"
50103617,"A","Staten Island","A"
50103641,"A","Brooklyn","A"
50103653,"A","Queens","A"
50103654,"N","Brooklyn","OTHER"
50103660,"N","Brooklyn","OTHER"
50103672,"A","Manhattan","A"
50103689,"A","Queens","A"
50103690,"A","Queens","A"
50103692,"A","Manhattan","A"
50103701,"A","Queens","A"
50103704,"Z","Brooklyn","OTHER"
50103709,"A","Brooklyn","A"
50103721,"A","Manhattan","A"
50103722,"A","Manhattan","A"
50103724,"A","Manhattan","A"
50103727,"A","Queens","A"
50103732,"A","Brooklyn","A"
50103737,"C","Brooklyn","C"
50103745,"A","Manhattan","A"
50103766,"A","Brooklyn","A"
50103791,"A","Queens","A"
50103792,"N","Queens","OTHER"
50103793,"A","Manhattan","A"
50103803,"A","Brooklyn","A"
50103810,"A","Manhattan","A"
50103814,"A","Brooklyn","A"
50103820,"A","Brooklyn","A"
50103824,"A","Queens","A"
50103825,"C","Brooklyn","C"
50103829,"A","Queens","A"
50103837,"A","Queens","A"
50103852,"A","Brooklyn","A"
50103853,"A","Brooklyn","A"
50103863,"A","Staten Island","A"
50103868,"B","Queens","B"
50103872,"Z","Bronx","OTHER"
50103873,"A","Brooklyn","A"
50103876,"A","Queens","A"
50103878,"A","Manhattan","A"
50103898,"B","Manhattan","B"
50103900,"A","Queens","A"
50103908,"A","Queens","A"
50103913,"B","Manhattan","B"
50103925,"A","Brooklyn","A"
50103931,"A","Brooklyn","A"
50103932,"A","Manhattan","A"
50103933,"A","Queens","A"
50103940,"A","Manhattan","A"
50103943,"A","Manhattan","A"
50103954,"A","Queens","A"
50103956,"A","Bronx","A"
50103957,"A","Bronx","A"
50103964,"A","Brooklyn","A"
50103967,"Z","Manhattan","OTHER"
50103976,"A","Bronx","A"
50103982,"A","Manhattan","A"
50103990,"B","Manhattan","B"
50103991,"A","Manhattan","A"
50103992,"A","Manhattan","A"
50104006,"A","Staten Island","A"
50104017,"Z","Manhattan","OTHER"
50104019,"B","Queens","B"
50104020,"A","Brooklyn","A"
50104042,"A","Manhattan","A"
50104044,"A","Manhattan","A"
50104057,"Z","Brooklyn","OTHER"
50104061,"A","Brooklyn","A"
50104068,"A","Queens","A"
50104071,"A","Queens","A"
50104077,"A","Queens","A"
50104083,"A","Queens","A"
50104111,"A","Queens","A"
50104121,"A","Brooklyn","A"
50104122,"A","Brooklyn","A"
50104134,"A","Manhattan","A"
50104139,"A","Brooklyn","A"
50104152,"N","Manhattan","OTHER"
50104155,"A","Brooklyn","A"
50104160,"A","Manhattan","A"
50104161,"A","Brooklyn","A"
50104163,"P","Bronx","OTHER"
50104164,"A","Manhattan","A"
50104168,"A","Manhattan","A"
50104171,"A","Manhattan","A"
50104173,"A","Brooklyn","A"
50104174,"A","Manhattan","A"
50104178,"A","Bronx","A"
50104187,"A","Queens","A"
50104194,"N","Manhattan","OTHER"
50104198,"P","Brooklyn","OTHER"
50104202,"A","Brooklyn","A"
50104204,"A","Queens","A"
50104214,"A","Brooklyn","A"
50104227,"A","Bronx","A"
50104228,"A","Brooklyn","A"
50104230,"A","Staten Island","A"
50104231,"A","Manhattan","A"
50104250,"N","Brooklyn","OTHER"
50104252,"A","Queens","A"
50104253,"A","Queens","A"
50104255,"Z","Manhattan","OTHER"
50104263,"A","Manhattan","A"
50104268,"A","Queens","A"
50104273,"A","Manhattan","A"
50104274,"A","Brooklyn","A"
50104298,"N","Queens","OTHER"
50104310,"A","Manhattan","A"
50104311,"A","Manhattan","A"
50104318,"A","Brooklyn","A"
50104319,"A","Staten Island","A"
50104354,"A","Brooklyn","A"
50104356,"A","Brooklyn","A"
50104361,"A","Staten Island","A"
50104366,"A","Manhattan","A"
50104369,"A","Queens","A"
50104379,"A","Manhattan","A"
50104381,"A","Queens","A"
50104384,"A","Manhattan","A"
50104394,"A","Manhattan","A"
50104400,"A","Manhattan","A"
50104401,"A","Bronx","A"
50104404,"A","Manhattan","A"
50104413,"A","Manhattan","A"
50104422,"A","Manhattan","A"
50104423,"A","Queens","A"
50104425,"A","Manhattan","A"
50104433,"A","Queens","A"
50104443,"A","Brooklyn","A"
50104448,"A","Queens","A"
50104463,"N","Manhattan","OTHER"
50104465,"Z","Staten Island","OTHER"
50104475,"A","Queens","A"
50104478,"A","Manhattan","A"
50104480,"A","Bronx","A"
50104486,"C","Manhattan","C"
50104487,"A","Brooklyn","A"
50104488,"A","Staten Island","A"
50104490,"A","Queens","A"
50104496,"A","Manhattan","A"
50104519,"A","Brooklyn","A"
50104521,"A","Brooklyn","A"
50104524,"A","Manhattan","A"
50104534,"A","Brooklyn","A"
50104537,"N","Brooklyn","OTHER"
50104538,"N","Bronx","OTHER"
50104552,"A","Queens","A"
50104556,"A","Staten Island","A"
50104560,"A","Staten Island","A"
50104562,"C","Manhattan","C"
50104566,"A","Manhattan","A"
50104573,"Z","Queens","OTHER"
50104584,"A","Manhattan","A"
50104598,"A","Brooklyn","A"
50104604,"Z","Brooklyn","OTHER"
50104626,"A","Manhattan","A"
50104627,"N","Queens","OTHER"
50104644,"A","Bronx","A"
50104645,"A","Queens","A"
50104660,"A","Manhattan","A"
50104661,"A","Brooklyn","A"
50104663,"A","Manhattan","A"
50104664,"A","Brooklyn","A"
50104674,"A","Queens","A"
50104695,"A","Brooklyn","A"
50104702,"N","Brooklyn","OTHER"
50104708,"A","Brooklyn","A"
50104709,"A","Brooklyn","A"
50104710,"A","Brooklyn","A"
50104712,"A","Manhattan","A"
50104718,"A","Bronx","A"
50104722,"A","Brooklyn","A"
50104725,"N","Staten Island","OTHER"
50104728,"A","Manhattan","A"
50104731,"C","Brooklyn","C"
50104732,"N","Brooklyn","OTHER"
50104746,"A","Brooklyn","A"
50104748,"A","Manhattan","A"
50104750,"A","Queens","A"
50104752,"A","Queens","A"
50104753,"C","Bronx","C"
50104757,"A","Bronx","A"
50104759,"N","Manhattan","OTHER"
50104779,"A","Manhattan","A"
50104786,"A","Manhattan","A"
50104788,"A","Manhattan","A"
50104790,"A","Brooklyn","A"
50104791,"Z","Queens","OTHER"
50104793,"A","Brooklyn","A"
50104795,"A","Manhattan","A"
50104797,"A","Brooklyn","A"
